genotype,date,n_particles,n_reversals,n_pirouettes,n_excluded,speed,reversal_rate,pirouette_rate,speed_norm,reversal_rate_norm,pirouette_rate_norm,speed_date_matched,reversal_rate_date_matched,pirouette_rate_date_matched,results_dir
tdc-1,20260129,112,43,59,0,0.1381,1.5104,2.5019,0.8679,1.3749,3.0458,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tdc-1/20260129_tdc-1_off_food-01292026141617-0000_results
tdc-1,20260203,125,54,67,0,0.1707,0.9599,1.2898,0.9147,0.8947,1.1114,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tdc-1/20260203_tdc-1_off_food-02032026134752-0000_results
tdc-1,20260207,133,111,467,0,0.1006,1.2083,4.1200,0.6333,1.2742,7.4810,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tdc-1/20260207_tdc-1_off_food-02072026141616-0000_results
tdc-1+tbh-1,20260126,40,23,53,0,0.1675,0.8132,1.7796,1.0259,0.5871,1.1567,False,False,False,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tdc-1+tbh-1/20260126 tdc-1+tbh-1 off food-01262026144507-0000_results
tdc-1+tbh-1,20260128,148,91,98,0,0.1774,0.8903,1.0922,1.0864,0.6427,0.7099,False,False,False,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tdc-1+tbh-1/20260128 tdc-1+tbh-1 off food-01282026132028-0000_results
tdc-1+tbh-1,20260202,155,58,79,0,0.1497,0.8740,1.4713,0.9510,1.1201,1.7173,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tdc-1+tbh-1/20260202_tdc-1+tbh-1_off_food-02022026133150-0000_results
tph-1,20260203,33,62,16,0,0.1614,0.9920,0.2733,0.8653,0.9246,0.2355,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tph-1/20260203_tph-1_off_food-02032026142103-0000_results
tph-1,20260204,149,170,103,0,0.0987,3.2231,2.2343,0.6690,1.7329,2.0849,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tph-1/20260204_tph-1_off_food-02042026135043-0000_results
tph-1,20260207,235,122,79,0,0.1170,0.9332,0.3867,0.7368,0.9840,0.7022,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tph-1/20260207_tph-1_off_food-02072026135047-0000_results
tph-1+cest-2.1,20260202,121,73,61,0,0.1208,1.7893,2.4221,0.7673,2.2931,2.8271,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tph-1+cest-2.1/20260202_tph-1+cest-2.1_off_food-02022026133654-0000_results
tph-1+cest-2.1,20260203,139,80,65,0,0.1571,1.0960,0.7404,0.8422,1.0215,0.6380,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tph-1+cest-2.1/20260203_tph-1+cest-2.1_off_food-02032026140609-0000_results
tph-1+cest-2.1,20260207,213,153,150,0,0.0936,1.4850,1.4252,0.5891,1.5660,2.5879,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tph-1+cest-2.1/20260207_tph-1+cest-2.1_off_food-02072026140645-0000_results
tyra-2,20260221,111,153,146,0,0.1458,1.9272,1.8991,0.9136,1.7238,0.8681,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tyra-2/20260221_tyra-2_off_food-02212026114556-0000_results
tyra-2,20260224,280,229,189,0,0.1433,1.5962,1.4221,0.9758,0.4733,0.6925,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tyra-2/20260224_tyra-2_off_food-02242026104023-0000_results
tyra-2,20260225,88,137,279,0,0.1105,1.0308,3.4881,0.6452,1.0740,6.6152,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/tyra-2/20260225_tyra-2_off_food-02252026103452-0000_results
ugt-31,20260202,166,72,38,0,0.1906,1.1543,0.4611,1.2108,1.4793,0.5382,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/ugt-31/20260202_ugt-31_off_food-02022026132703-0000_results
ugt-31,20260203,218,56,49,0,0.2093,0.3999,0.3201,1.1217,0.3728,0.2758,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/ugt-31/20260203_ugt-31_off_food-02032026134320-0000_results
ugt-31,20260205,230,61,60,0,0.1563,0.5440,0.6164,0.8998,0.7436,1.0232,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/ugt-31/20260205_ugt-31_off_food-02052026141138-0000_results
ugt-31+ugt-64,20260202,156,112,124,0,0.1263,1.7253,2.2483,0.8025,2.2111,2.6243,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/ugt-31+ugt-64/20260202_ugt-31+ugt-64_off_food-02022026135212-0000_results
ugt-31+ugt-64,20260203,187,111,146,0,0.1885,1.5016,1.6251,1.0103,1.3996,1.4004,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/ugt-31+ugt-64/20260203_ugt-31+ugt-64_off_food-02032026135242-0000_results
ugt-31+ugt-64,20260204,375,213,220,0,0.1473,1.1798,1.2334,0.9982,0.6343,1.1509,True,True,True,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/ugt-31+ugt-64/20260204_ugt-31+ugt-64_off_food-02042026134609-0000_results
ugt-64,20260126,72,22,12,0,0.2440,0.5843,0.7687,1.4941,0.4218,0.4996,False,False,False,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/ugt-64/20260126 ugt-64 off food-01262026142428-0000_results
ugt-64,20260127,84,33,27,0,0.2340,0.8808,0.9435,1.4329,0.6359,0.6133,False,False,False,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/ugt-64/20260127 ugt-64 off food-01272026131316-0000_results
ugt-64,20260128,52,56,32,0,0.2466,1.1323,0.5987,1.5102,0.8174,0.3891,False,False,False,/Volumes/User Homes/ODlab-user/UserFolders/Nawaphat/6 CEST-2.1/Locomotion_Off food/0_COMPLETE!!/ugt-64/20260128 ugt-64 off food-01282026131122-0000_results
