dataset,neuron,tpm_min,pct_max,N,K,n,k,bg_frac,obs_frac,enrichment,p_hypergeom,q_bh,sig_bh
Ghaddar (adult),HSN,10,0.33,20222,2100,40,3,0.103847,0.075,0.7222,0.799666,0.878148,False
Ghaddar (adult),HSN,10,0.5,20222,813,40,2,0.040204,0.05,1.2437,0.4819,0.799723,False
Ghaddar (adult),NSM,10,0.01,20222,4614,40,11,0.228167,0.275,1.2053,0.293799,0.799723,False
Ghaddar (adult),NSM,10,0.05,20222,4437,40,11,0.219414,0.275,1.2533,0.248577,0.799723,False
Ghaddar (adult),NSM,10,0.1,20222,4132,40,11,0.204332,0.275,1.3458,0.178524,0.736411,False
Ghaddar (adult),NSM,10,0.2,20222,3479,40,7,0.17204,0.175,1.0172,0.545347,0.799723,False
Ghaddar (adult),NSM,10,0.33,20222,2655,40,6,0.131293,0.15,1.1425,0.431061,0.799723,False
Ghaddar (adult),NSM,10,0.5,20222,1843,40,5,0.091138,0.125,1.3715,0.298708,0.799723,False
Ghaddar (adult),RIC,10,0.01,20222,6048,40,12,0.29908,0.3,1.0031,0.554451,0.799723,False
Ghaddar (adult),RIC,10,0.05,20222,5634,40,12,0.278607,0.3,1.0768,0.43994,0.799723,False
Ghaddar (adult),RIC,10,0.1,20222,4978,40,12,0.246168,0.3,1.2187,0.265493,0.799723,False
Ghaddar (adult),RIC,10,0.2,20222,3298,40,10,0.16309,0.25,1.5329,0.104934,0.494687,False
Ghaddar (adult),RIC,10,0.33,20222,1546,40,4,0.076451,0.1,1.308,0.36618,0.799723,False
Ghaddar (adult),RIC,10,0.5,20222,562,40,1,0.027792,0.025,0.8996,0.676483,0.836856,False
Ghaddar (adult),RIH,10,0.01,20222,5868,40,12,0.290179,0.3,1.0338,0.505057,0.799723,False
Ghaddar (adult),RIH,10,0.05,20222,5477,40,12,0.270844,0.3,1.1077,0.396431,0.799723,False
Ghaddar (adult),RIH,10,0.1,20222,4866,40,11,0.240629,0.275,1.1428,0.362401,0.799723,False
Ghaddar (adult),RIH,10,0.2,20222,3400,40,8,0.168134,0.2,1.1895,0.356005,0.799723,False
Ghaddar (adult),RIH,10,0.33,20222,1821,40,2,0.09005,0.05,0.5552,0.886468,0.91417,False
Ghaddar (adult),RIH,10,0.5,20222,685,40,0,0.033874,0.0,0.0,1.0,1.0,False
Ghaddar (adult),RIM,10,0.01,20222,5915,40,12,0.292503,0.3,1.0256,0.518049,0.799723,False
Ghaddar (adult),RIM,10,0.05,20222,5552,40,11,0.274552,0.275,1.0016,0.557382,0.799723,False
Ghaddar (adult),RIM,10,0.1,20222,4985,40,10,0.246514,0.25,1.0141,0.540284,0.799723,False
Ghaddar (adult),RIM,10,0.2,20222,3588,40,5,0.177431,0.125,0.7045,0.861546,0.902573,False
Ghaddar (adult),RIM,10,0.33,20222,2146,40,3,0.106122,0.075,0.7067,0.811933,0.878148,False
Ghaddar (adult),RIM,10,0.5,20222,995,40,2,0.049204,0.05,1.0162,0.592279,0.827972,False
Ghaddar (adult),RIR,10,0.01,20222,6014,40,18,0.297399,0.45,1.5131,0.029229,0.373054,False
Ghaddar (adult),RIR,10,0.05,20222,5580,40,16,0.275937,0.4,1.4496,0.060625,0.404001,False
Ghaddar (adult),RIR,10,0.1,20222,4961,40,15,0.245327,0.375,1.5286,0.046778,0.385915,False
Ghaddar (adult),RIR,10,0.2,20222,3437,40,11,0.169963,0.275,1.618,0.065469,0.404001,False
Ghaddar (adult),RIR,10,0.33,20222,1898,40,10,0.093858,0.25,2.6636,0.003177,0.209661,False
Ghaddar (adult),RIR,10,0.5,20222,844,40,4,0.041737,0.1,2.396,0.084291,0.427937,False
Ghaddar (adult),ASI,10,0.01,20222,6688,40,18,0.330729,0.45,1.3606,0.077624,0.426935,False
Ghaddar (adult),ASI,10,0.05,20222,6197,40,16,0.306448,0.4,1.3053,0.133649,0.588057,False
Ghaddar (adult),ASI,10,0.1,20222,5483,40,13,0.27114,0.325,1.1986,0.272216,0.799723,False
Ghaddar (adult),ASI,10,0.2,20222,3875,40,7,0.191623,0.175,0.9133,0.667929,0.836856,False
Ghaddar (adult),ASI,10,0.33,20222,2124,40,3,0.105034,0.075,0.7141,0.806144,0.878148,False
Ghaddar (adult),ASI,10,0.5,20222,931,40,3,0.046039,0.075,1.6291,0.279406,0.799723,False
Ghaddar (adult),VC_4_5,10,0.01,20222,6033,40,13,0.298338,0.325,1.0894,0.413704,0.799723,False
Ghaddar (adult),VC_4_5,10,0.05,20222,5707,40,13,0.282217,0.325,1.1516,0.327725,0.799723,False
Ghaddar (adult),VC_4_5,10,0.1,20222,5223,40,11,0.258283,0.275,1.0647,0.464087,0.799723,False
Ghaddar (adult),VC_4_5,10,0.2,20222,4037,40,10,0.199634,0.25,1.2523,0.266098,0.799723,False
Ghaddar (adult),VC_4_5,10,0.33,20222,2693,40,7,0.133172,0.175,1.3141,0.2789,0.799723,False
Ghaddar (adult),VC_4_5,10,0.5,20222,1444,40,3,0.071407,0.075,1.0503,0.551498,0.799723,False
Ghaddar (adult),ADF,25,0.01,20222,3999,40,5,0.197755,0.125,0.6321,0.919369,0.994728,False
Ghaddar (adult),ADF,25,0.05,20222,3795,40,5,0.187667,0.125,0.6661,0.89385,0.994728,False
Ghaddar (adult),ADF,25,0.1,20222,3489,40,3,0.172535,0.075,0.4347,0.977912,0.994728,False
Ghaddar (adult),ADF,25,0.2,20222,2747,40,3,0.135842,0.075,0.5521,0.922936,0.994728,False
Ghaddar (adult),ADF,25,0.33,20222,1793,40,1,0.088666,0.025,0.282,0.975707,0.994728,False
Ghaddar (adult),ADF,25,0.5,20222,860,40,1,0.042528,0.025,0.5878,0.824491,0.994728,False
Ghaddar (adult),AVM,25,0.01,20222,3385,40,7,0.167392,0.175,1.0455,0.514011,0.994728,False
Ghaddar (adult),AVM,25,0.05,20222,3236,40,7,0.160024,0.175,1.0936,0.463269,0.994728,False
Ghaddar (adult),AVM,25,0.1,20222,2975,40,6,0.147117,0.15,1.0196,0.547359,0.994728,False
Ghaddar (adult),AVM,25,0.2,20222,2257,40,4,0.111611,0.1,0.896,0.666747,0.994728,False
Ghaddar (adult),AVM,25,0.33,20222,1245,40,2,0.061567,0.05,0.8121,0.714964,0.994728,False
Ghaddar (adult),AVM,25,0.5,20222,392,40,1,0.019385,0.025,1.2897,0.543319,0.994728,False
Ghaddar (adult),CAN,25,0.01,20222,4284,40,11,0.211848,0.275,1.2981,0.21206,0.994728,False
Ghaddar (adult),CAN,25,0.05,20222,4132,40,11,0.204332,0.275,1.3458,0.178524,0.994728,False
Ghaddar (adult),CAN,25,0.1,20222,3917,40,11,0.1937,0.275,1.4197,0.136276,0.994728,False
Ghaddar (adult),CAN,25,0.2,20222,3468,40,9,0.171496,0.225,1.312,0.237963,0.994728,False
Ghaddar (adult),CAN,25,0.33,20222,2856,40,8,0.141232,0.2,1.4161,0.195239,0.994728,False
Ghaddar (adult),CAN,25,0.5,20222,2137,40,6,0.105677,0.15,1.4194,0.243671,0.994728,False
Ghaddar (adult),HSN,25,0.01,20222,4005,40,8,0.198052,0.2,1.0098,0.550753,0.994728,False
Ghaddar (adult),HSN,25,0.05,20222,3860,40,7,0.190881,0.175,0.9168,0.663627,0.994728,False
Ghaddar (adult),HSN,25,0.1,20222,3597,40,7,0.177876,0.175,0.9838,0.583651,0.994728,False
Ghaddar (adult),HSN,25,0.2,20222,2884,40,6,0.142617,0.15,1.0518,0.515015,0.994728,False
Ghaddar (adult),HSN,25,0.33,20222,1777,40,3,0.087875,0.075,0.8535,0.694972,0.994728,False
Ghaddar (adult),HSN,25,0.5,20222,744,40,2,0.036792,0.05,1.359,0.435776,0.994728,False
Ghaddar (adult),NSM,25,0.01,20222,3905,40,8,0.193107,0.2,1.0357,0.519258,0.994728,False
Ghaddar (adult),NSM,25,0.05,20222,3801,40,8,0.187964,0.2,1.064,0.485938,0.994728,False
Ghaddar (adult),NSM,25,0.1,20222,3616,40,8,0.178815,0.2,1.1185,0.425887,0.994728,False
Ghaddar (adult),NSM,25,0.2,20222,3163,40,6,0.156414,0.15,0.959,0.61134,0.994728,False
Ghaddar (adult),NSM,25,0.33,20222,2483,40,5,0.122787,0.125,1.018,0.554711,0.994728,False
Ghaddar (adult),NSM,25,0.5,20222,1763,40,5,0.087182,0.125,1.4338,0.267385,0.994728,False
Ghaddar (adult),RIC,25,0.01,20222,3492,40,5,0.172683,0.125,0.7239,0.844124,0.994728,False
Ghaddar (adult),RIC,25,0.05,20222,3334,40,5,0.16487,0.125,0.7582,0.811804,0.994728,False
Ghaddar (adult),RIC,25,0.1,20222,3078,40,5,0.15221,0.125,0.8212,0.749207,0.994728,False
Ghaddar (adult),RIC,25,0.2,20222,2350,40,5,0.11621,0.125,1.0756,0.50338,0.994728,False
Ghaddar (adult),RIC,25,0.33,20222,1276,40,4,0.0631,0.1,1.5848,0.24397,0.994728,False
Ghaddar (adult),RIC,25,0.5,20222,492,40,1,0.02433,0.025,1.0275,0.627007,0.994728,False
Ghaddar (adult),RIH,25,0.01,20222,3549,40,7,0.175502,0.175,0.9971,0.568225,0.994728,False
Ghaddar (adult),RIH,25,0.05,20222,3373,40,7,0.166799,0.175,1.0492,0.509967,0.994728,False
Ghaddar (adult),RIH,25,0.1,20222,3125,40,7,0.154535,0.175,1.1324,0.424989,0.994728,False
Ghaddar (adult),RIH,25,0.2,20222,2447,40,6,0.121007,0.15,1.2396,0.353871,0.994728,False
Ghaddar (adult),RIH,25,0.33,20222,1466,40,2,0.072495,0.05,0.6897,0.796953,0.994728,False
Ghaddar (adult),RIH,25,0.5,20222,570,40,0,0.028187,0.0,0.0,1.0,1.0,False
Ghaddar (adult),RIM,25,0.01,20222,3700,40,4,0.182969,0.1,0.5465,0.950755,0.994728,False
Ghaddar (adult),RIM,25,0.05,20222,3535,40,3,0.17481,0.075,0.429,0.979656,0.994728,False
Ghaddar (adult),RIM,25,0.1,20222,3288,40,3,0.162595,0.075,0.4613,0.968556,0.994728,False
Ghaddar (adult),RIM,25,0.2,20222,2657,40,2,0.131392,0.05,0.3805,0.974911,0.994728,False
Ghaddar (adult),RIM,25,0.33,20222,1753,40,2,0.086688,0.05,0.5768,0.872696,0.994728,False
Ghaddar (adult),RIM,25,0.5,20222,843,40,1,0.041687,0.025,0.5997,0.818214,0.994728,False
Ghaddar (adult),RIR,25,0.01,20222,3632,40,9,0.179606,0.225,1.2527,0.283301,0.994728,False
Ghaddar (adult),RIR,25,0.05,20222,3443,40,9,0.17026,0.225,1.3215,0.231323,0.994728,False
Ghaddar (adult),RIR,25,0.1,20222,3183,40,9,0.157403,0.225,1.4295,0.167328,0.994728,False
Ghaddar (adult),RIR,25,0.2,20222,2483,40,8,0.122787,0.2,1.6288,0.110004,0.994728,False
Ghaddar (adult),RIR,25,0.33,20222,1536,40,7,0.075957,0.175,2.3039,0.029359,0.994728,False
Ghaddar (adult),RIR,25,0.5,20222,718,40,3,0.035506,0.075,2.1123,0.168651,0.994728,False
Ghaddar (adult),ASI,25,0.01,20222,3922,40,4,0.193947,0.1,0.5156,0.965372,0.994728,False
Ghaddar (adult),ASI,25,0.05,20222,3714,40,4,0.183661,0.1,0.5445,0.951816,0.994728,False
Ghaddar (adult),ASI,25,0.1,20222,3412,40,4,0.168727,0.1,0.5927,0.923866,0.994728,False
Ghaddar (adult),ASI,25,0.2,20222,2685,40,3,0.132776,0.075,0.5649,0.915054,0.994728,False
Ghaddar (adult),ASI,25,0.33,20222,1615,40,1,0.079864,0.025,0.313,0.964303,0.994728,False
Ghaddar (adult),ASI,25,0.5,20222,718,40,1,0.035506,0.025,0.7041,0.764839,0.994728,False
Ghaddar (adult),VC_4_5,25,0.01,20222,4137,40,10,0.204579,0.25,1.222,0.293089,0.994728,False
Ghaddar (adult),VC_4_5,25,0.05,20222,3987,40,10,0.197162,0.25,1.268,0.252969,0.994728,False
Ghaddar (adult),VC_4_5,25,0.1,20222,3728,40,9,0.184354,0.225,1.2205,0.311077,0.994728,False
Ghaddar (adult),VC_4_5,25,0.2,20222,3109,40,8,0.153743,0.2,1.3009,0.265965,0.994728,False
Ghaddar (adult),VC_4_5,25,0.33,20222,2249,40,6,0.111216,0.15,1.3487,0.282299,0.994728,False
Ghaddar (adult),VC_4_5,25,0.5,20222,1259,40,3,0.062259,0.075,1.2046,0.457859,0.994728,False
