genotype,date,recording_id,forward_run_speed_mm_s,reversal_rate_per_min,pirouette_rate_per_min
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1386,1.6438,2.4658
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1051,15.8491,4.5283
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1174,3.1377,2.4404
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1457,2.4390,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1149,3.0508,1.0169
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1586,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1030,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1051,0.0000,12.2449
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1031,3.4582,2.3055
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0922,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1354,1.0210,2.3823
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1406,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1984,11.5385,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0505,5.0000,15.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1249,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1230,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1353,0.0000,2.9666
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1321,0.7576,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1357,6.8182,3.4091
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1780,0.0000,11.5385
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1238,6.1224,24.4898
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1503,0.0000,18.7500
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,,10.0000,10.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1843,0.0000,2.8571
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1186,3.9088,3.9088
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1580,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1310,1.7493,2.3324
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1287,0.0000,2.1053
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0857,3.8760,3.8760
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0690,6.7416,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1535,2.2613,3.0151
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1162,2.4324,1.2162
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1412,1.2848,0.6424
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1048,0.8621,1.7241
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0633,4.2553,4.2553
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1287,3.1250,5.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1232,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1118,9.6774,9.6774
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1489,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1107,0.0000,21.4286
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1192,1.4019,2.8037
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1063,0.0000,2.6374
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1492,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0755,6.5934,6.5934
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1234,4.7059,2.3529
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0447,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1117,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0832,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1028,4.2254,2.1127
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0889,0.0000,22.2222
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0739,2.2472,2.2472
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1507,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1989,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1655,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1392,3.3149,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0597,2.4390,3.2520
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1231,8.6643,8.6643
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1064,0.0000,8.4507
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0682,0.0000,34.2857
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1566,1.9108,1.9108
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1296,3.7037,3.7037
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1165,12.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1546,4.2403,5.3004
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0810,3.5928,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0681,23.5294,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0586,0.0000,12.5000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1305,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1528,1.3636,2.7273
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0685,5.4054,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1333,20.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0813,8.8235,26.4706
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0688,8.5714,6.4286
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1415,1.4925,2.9851
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1216,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1153,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1305,3.9735,3.9735
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1088,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0646,11.7647,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1568,3.1746,3.1746
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0984,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1051,0.0000,29.2683
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1282,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0461,7.3620,14.7239
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1131,0.0000,5.3571
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1067,2.9340,2.9340
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1240,7.8947,3.9474
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1496,3.9947,2.3968
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0961,12.6761,8.4507
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0855,12.0805,8.0537
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0957,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1262,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0469,23.0769,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1794,0.0000,5.1724
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0769,33.3333,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1161,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1172,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1707,5.7143,5.7143
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1477,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1570,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1002,5.2174,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1243,13.9535,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1428,4.9315,3.2877
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0958,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1071,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0881,8.1081,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1337,3.9735,4.9669
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0898,6.4171,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1292,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0851,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1337,0.0000,2.1429
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,,0.0000,18.7500
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1488,0.0000,6.5574
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1680,9.8361,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1217,4.0956,4.0956
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1295,2.5751,6.4378
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1261,5.9850,1.4963
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0616,5.6075,5.6075
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1326,0.0000,24.4898
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1023,3.5928,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0690,12.7932,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1537,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0449,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0872,9.6774,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1011,4.8780,12.1951
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1040,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1192,4.6875,4.6875
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1028,6.5041,4.8780
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1312,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0904,0.0000,6.8966
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1206,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0808,10.7143,21.4286
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1465,20.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1098,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1166,0.0000,12.5000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1275,1.9108,1.9108
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0818,0.0000,7.8689
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1186,10.1695,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0392,12.1457,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1817,6.7039,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1496,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1012,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0709,19.3548,19.3548
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1323,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1236,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0842,3.4286,6.8571
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1075,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1224,6.6667,6.6667
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1366,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,,12.7660,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0757,0.0000,4.3165
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0853,4.2254,8.4507
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0946,7.2289,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1121,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0873,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1338,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1541,6.5934,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0980,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1364,20.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,,7.7922,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.0942,13.0435,13.0435
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1125,0.0000,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,,17.1429,0.0000
octr-1+ser-3+ser-6,20260224,octr-1+ser-3+ser-6##20260224,0.1594,0.0000,18.1818
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1448,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1072,6.2500,3.7500
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1413,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.0491,13.5956,4.1043
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1244,16.2162,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1198,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.0991,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1146,1.1070,2.2140
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1380,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1028,4.1475,1.6590
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1267,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1292,0.4552,2.2762
octr-1+ser-6,20260221,octr-1+ser-6##20260221,,17.6471,17.6471
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1371,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1648,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1696,0.0000,1.9629
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1066,11.5385,11.5385
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.0998,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1562,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1393,0.5319,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1541,0.0000,1.4107
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1342,0.5753,0.5753
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1603,0.0000,2.5157
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1316,0.6135,2.4540
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1246,0.7692,1.5385
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1176,4.6154,3.0769
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1349,0.6985,0.6985
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1546,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1602,0.0000,2.1201
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1537,1.0169,1.0169
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1269,0.0000,1.0989
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1497,0.0000,1.7241
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1384,6.6667,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1088,0.0000,5.3412
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1578,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1021,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.0723,0.0000,0.0000
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1420,5.7692,5.7692
octr-1+ser-6,20260221,octr-1+ser-6##20260221,0.1573,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1574,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0837,1.1928,1.7893
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0784,16.2651,0.9036
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0712,8.5035,2.2509
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0420,13.9535,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1430,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1579,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0980,5.7500,5.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0947,2.8986,2.8986
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1099,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1003,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1556,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0974,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1291,2.9757,1.0821
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1012,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0896,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0911,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1913,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1422,0.0000,11.7647
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1306,2.6762,0.5352
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1321,0.0000,1.1331
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1382,4.5402,3.1432
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0890,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,,15.3846,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0496,8.1081,8.1081
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0529,11.7376,3.4522
octr-1+ser-6,20260224,octr-1+ser-6##20260224,,7.4074,14.8148
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0709,6.7227,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0928,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0721,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1413,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1370,10.7143,5.3571
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1778,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0583,6.3401,4.6110
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1901,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1476,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1310,3.4091,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0628,0.4552,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0740,1.9262,2.8892
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1432,0.8996,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1333,0.0000,3.8462
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1156,2.2901,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0553,3.7500,9.3750
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1271,2.5210,1.2605
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1039,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1036,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,,25.7143,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1255,2.8874,2.8874
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0745,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,,0.0000,19.3548
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1091,1.8557,3.7113
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1285,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0602,20.6897,20.6897
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1399,1.3889,1.3889
octr-1+ser-6,20260224,octr-1+ser-6##20260224,,23.5294,11.7647
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0641,18.1818,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1458,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1094,12.3796,1.6506
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0886,15.3846,46.1538
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0699,7.0959,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1217,11.3208,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1057,6.3604,6.3604
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0648,1.7094,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0623,6.7416,13.4831
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0680,25.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1015,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1401,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1151,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1391,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,,32.4324,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0614,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0856,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0639,0.0000,27.9070
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1149,2.3166,2.3166
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0899,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0968,13.0435,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0975,9.5238,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0980,3.7736,5.6604
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1777,0.0000,0.0000
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1488,1.4388,2.8777
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1220,3.3333,3.3333
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1434,1.8750,1.8750
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.1605,1.7291,3.4582
octr-1+ser-6,20260224,octr-1+ser-6##20260224,0.0972,3.6145,3.6145
