mesh,x,y,z,cls,interpolated,y_um,d_nn_um,d_nn_bl,pde_shared_zone
NSML,-0.0479041412472724,-2.6407583355903625,0.446043498814106,NSM,False,-303.1590569257736,36.51185010223927,0.31804747475818185,False
NSML,-0.0478776860982179,-2.637031853199005,0.4431838989257812,NSM,False,-302.73125674724577,36.059275773191864,0.31410518966195006,False
NSML,0.0259360177442431,-2.606862187385559,0.4081552624702453,NSM,False,-299.2677791118622,32.35870840282586,0.28187028225458066,False
NSML,0.0243451511487364,-2.606511950492859,0.4097070768475532,NSM,False,-299.2275719165802,32.32907114387517,0.2816121179780067,False
NSML,0.0275268834084272,-2.606511950492859,0.4097070768475532,NSM,False,-299.2275719165802,32.32759614967961,0.28159926959651227,False
NSML,0.0259360168129205,-2.6061617136001587,0.4112588912248611,NSM,False,-299.1873647212982,32.29838506425235,0.2813448176328602,False
NSML,0.0259360172785818,-2.59497594833374,0.4066851437091827,NSM,False,-297.90323886871334,30.987569594293,0.2699265644102178,False
NSMR,-0.0632770843803882,-2.9461312294006348,0.5238259732723236,NSM,False,-338.21586513519287,72.43873712147298,0.6309994522776392,False
NSMR,-0.0632770881056785,-2.9368786811828613,0.50917848944664,NSM,False,-337.15367259979246,71.12850195727553,0.6195862539832363,False
NSMR,-0.0755277425050735,-2.9341812133789062,0.5211284756660461,NSM,False,-336.8440032958984,71.0347299304176,0.6187694244809896,False
NSMR,-0.0510264299809932,-2.9341812133789062,0.5211284756660461,NSM,False,-336.8440032958984,71.03579161690867,0.6187786726211557,False
NSMR,-0.0632770843803882,-2.931483745574951,0.5330784618854523,NSM,False,-336.5343339920044,70.968444776101,0.618192027666385,False
NSMR,-0.0632770871743559,-2.923773407936096,0.5115991532802582,NSM,False,-335.6491872310638,69.68186346789511,0.6069848734137205,False
NSMR,-0.0562733653932809,-2.9222312569618225,0.5184309780597687,NSM,False,-335.4721482992172,69.63035036276487,0.6065361529857567,False
NSMR,-0.0702808089554309,-2.9222312569618225,0.5184309780597687,NSM,False,-335.4721482992172,69.63138760638236,0.6065451882089056,False
NSMR,-0.0632770871743559,-2.920689105987549,0.5252628028392792,NSM,False,-335.29510936737057,69.58850024147176,0.6061716048908691,False
NSMR,-0.0632770862430334,-2.9017868041992188,0.5106311291456223,NSM,False,-333.1251251220703,67.17074809634637,0.5851110461354214,False
NSMR,-0.0649509169161319,-2.9014182090759277,0.5122638642787933,NSM,False,-333.0828104019165,67.15821191019114,0.5850018459075883,False
NSMR,-0.0616032555699348,-2.9014182090759277,0.5122638791799545,NSM,False,-333.0828104019165,67.15920135594406,0.5850104647730319,False
NSMR,-0.0632770862430334,-2.9010496139526367,0.5138966143131256,NSM,False,-333.0404956817627,67.14666301434049,0.5849012457695165,False
NSMR,-0.0100669329985976,-2.8832831382751465,0.4673913717269897,NSM,False,-331.0009042739868,64.4619535024651,0.5615152744117169,False
NSMR,-0.027201822027564,-2.8831942677497864,0.4677477478981018,NSM,False,-330.99070193767545,64.45445155630928,0.5614499264486871,False
NSMR,0.0056327600032091,-2.8829158544540405,0.4738675206899643,NSM,False,-330.9587400913238,64.48887856489996,0.5617498132831007,False
NSMR,-0.042811706662178,-2.8827253580093384,0.4742607697844505,NSM,False,-330.93687109947206,64.47139945598548,0.5615975562368073,False
NSMR,-0.0541300503537058,-2.8821440935134888,0.4853401407599449,NSM,False,-330.8701419353485,64.54008756554707,0.562195884717309,False
NSMR,0.0176253877580165,-2.882088780403137,0.4858137592673301,NSM,False,-330.86379199028016,64.54065483023317,0.5622008260473272,False
NSMR,-0.0097069786861538,-2.881585657596588,0.4658717811107635,NSM,False,-330.8060334920883,64.25287363123282,0.5596940211779862,False
NSMR,-0.0274937227368354,-2.881497859954834,0.4662046879529953,NSM,False,-330.7959543228149,64.2453953071608,0.559628878982237,False
NSMR,-0.0103488005697727,-2.881413996219635,0.4687242731451988,NSM,False,-330.7863267660141,64.26165523846508,0.5597705160145042,False
NSMR,-0.0604755980893969,-2.8813790678977966,0.4967024251818657,NSM,False,-330.78231699466704,64.62047329457306,0.5628961088377444,False
NSMR,-0.0268527967855334,-2.8813263177871704,0.4690574184060097,NSM,False,-330.77626128196715,64.25397171960141,0.5597035864076778,False
NSMR,0.0065799923613667,-2.881218433380127,0.472614511847496,NSM,False,-330.76387615203856,64.28078236155528,0.5599371285849764,False
NSMR,-0.0436172680929303,-2.881057322025299,0.4728597998619079,NSM,False,-330.74538056850434,64.26464134109774,0.5597965273614786,False
NSMR,0.0048330817371606,-2.881046772003174,0.474980317056179,NSM,False,-330.74416942596434,64.28728691448099,0.5599937884536671,False
NSMR,0.0242459308356046,-2.881018280982971,0.5014379769563675,NSM,False,-330.7408986568451,64.65688813127223,0.5632133112480159,False
NSMR,-0.0629088208079338,-2.8809030055999756,0.5030553489923477,NSM,False,-330.72766504287716,64.66901054162041,0.5633189071569722,False
NSMR,-0.041976798325777,-2.880837917327881,0.4753258675336838,NSM,False,-330.7201929092407,64.26731259538391,0.5598197961270376,False
NSMR,-0.0553246838971972,-2.8805280923843384,0.484180323779583,NSM,False,-330.684625005722,64.34003983232269,0.5604533086439258,False
NSMR,0.0189840532839298,-2.8803913593292236,0.485036239027977,NSM,False,-330.66892805099485,64.33639262938922,0.5604215385835298,False
NSMR,-0.0530300261452794,-2.88022118806839,0.486030139029026,NSM,False,-330.64939239025114,64.33076423361258,0.5603725107457542,False
NSMR,0.0164568480104208,-2.8802196979522705,0.4865205362439155,NSM,False,-330.64922132492063,64.3377855853885,0.5604336723465898,False
NSMR,0.024373922497034,-2.879798173904419,0.5183689445257187,NSM,False,-330.6008303642273,64.83071690443008,0.5647274991675094,False
NSMR,-0.0099888462573289,-2.8797165155410767,0.4672046825289726,NSM,False,-330.5914559841156,64.05213675317025,0.5579454421007861,False
NSMR,-0.0618889406323432,-2.879703402519226,0.495949313044548,NSM,False,-330.58995060920716,64.41705416654155,0.5611241652137765,False
NSMR,-0.0271446974948048,-2.879629909992218,0.4675143584609031,NSM,False,-330.5815136671066,64.04447630887397,0.5578787134919335,False
NSMR,-0.0591063220053911,-2.879530131816864,0.4968884885311126,NSM,False,-330.570059132576,64.41229594424048,0.5610827172843248,False
NSMR,0.0057803140953183,-2.8793493509292603,0.4737273082137108,NSM,False,-330.5493054866791,64.07995901428208,0.5581877962916558,False
NSMR,0.0258077010512352,-2.8793208599090576,0.5012302622199059,NSM,False,-330.5460347175598,64.45967602743387,0.5614954357790407,False
NSMR,0.0205269251018762,-2.87920880317688,0.5308755785226822,NSM,False,-330.5331706047058,65.03035877329152,0.5664665398370342,False
NSMR,-0.0427823597565293,-2.8791698813438416,0.4739248976111412,NSM,False,-330.528702378273,64.06145459926135,0.558026608007503,False
NSMR,0.0228882264345884,-2.8791491985321045,0.5016520842909813,NSM,False,-330.5263279914856,64.44816389367723,0.5613951558682686,False
NSMR,-0.0644275080412626,-2.8790940642356873,0.5026209056377411,NSM,False,-330.5199985742569,64.45589977686564,0.5614625416103278,False
NSMR,-0.0613493155688047,-2.8790940046310425,0.5028220266103745,NSM,False,-330.51999173164364,64.46050922327615,0.5615026935825449,False
NSMR,-0.0648679584264755,-2.8787999153137207,0.5057408511638641,NSM,False,-330.4862302780151,64.47654505475052,0.5616423785257014,False
