mesh,cx,cy,cz,n_verts
pm2VR,-0.042588691459968686,-3.3807854056358337,0.565820861411722,152
pm3D,-0.021363710567492283,-3.232738641142114,0.5968623687884559,163
pm3VL,0.011936238536321038,-3.2365431174561006,0.543092175344726,199
pm3VR,-0.0527599380875472,-3.2410393382112184,0.5449792936754724,192
pm4D,-0.02335763687961826,-2.9770263643825756,0.5900676747163137,102
pm4VL,0.028072236114585737,-2.9888676562399232,0.5018555431995751,106
pm4VR,-0.0703311635638183,-2.9883048804301136,0.5021265579282113,106
pm5D,-0.021389887092963737,-2.7770386247073904,0.5175771124222699,170
pm5VL,0.016955840540753237,-2.7818401026877626,0.4474922219279465,157
pm5VR,-0.06224021504558351,-2.7820411146122175,0.44826425666356606,137
pm6D,-0.02136106452995673,-2.5161422428331877,0.4556384920177603,133
pm6VL,0.0415135940681853,-2.53274479026566,0.34931158751784686,167
pm6VR,-0.08257271702480472,-2.5305408776975145,0.34691428787568035,153
pm7D,-0.021423444841298964,-2.4216310699264723,0.4401346065781333,154
pm7VL,0.04732197077131607,-2.4322755202441146,0.32507339046454764,142
pm7VR,-0.08905516519610371,-2.4440218091011046,0.32151646646005766,140
pm8,-0.021368261825825487,-2.367721744946071,0.35648039302655626,28
PQR,0.0068569825671147555,3.98428555081288,0.00917026303553333,96
PVCL,-0.015930781257338822,0.6599966853351916,-0.07348844934633728,236
PVCL.001,-0.05403187599979707,-4.168821634480455,-0.16689176068137415,244
PVCR,-0.041463064220657604,0.6528887094044294,-0.06530594305120042,244
PVDL,0.1824194618545612,0.6482185321137605,-0.04842383861050072,6999
PVDR,-0.19694844610973117,0.6476134497067858,-0.04845229015260232,6995
PVM,0.019241105865787814,0.7108858717051713,-0.17243025163691994,148
PVNL,-0.021916949023891772,-0.6860370233046765,0.12903672326071075,392
PVNR,-0.03586897126634617,-0.238380156008594,0.06526465144524553,332
PVPL,-0.025884081345933597,0.06340458530646104,-0.08804117537175234,208
PVPR,0.013140516199055128,0.04377087354660034,-0.09439887348562478,200
PVQL,0.02436071395277395,0.7142384326725733,-0.05573478935275489,256
PVQR,-0.04171800528401657,0.6640737768972204,-0.05818995173802481,252
PVR,-0.027072348953592347,0.7217058758986624,0.005224698100631174,304
PVT,-0.032694995320828944,-0.4193720062573751,-0.01024844233567516,240
PVWL,0.01412304088315817,3.930269241333008,-0.021940999472623363,68
PVWR,-0.04009380194303744,3.9302693640484527,-0.021940946133862084,68
Rachis_A,0.08538959157087055,-1.12291141231453,-0.10340386797107902,102
Rachis_P,-0.0851505602660932,2.754428369957104,0.07742530663023915,114
rect_D,-0.03409243681068931,3.8280906890119826,0.06456572968246681,56
rect_VL,-0.0027230493869865313,3.826679416000843,-0.005324884677975206,32
rect_VR,-0.07052882213611156,3.8263550251722336,-0.0021186570083955303,32
RIAL,-0.005508908829479305,-2.73007991137328,0.43744539110748853,108
RIAR,-0.03673041215235436,-2.730080032790149,0.4374453861404348,108
RIBL,0.02301831120117144,-2.7198294527602918,0.42988847896005167,132
RIBR,-0.06573653988765948,-2.719829151124665,0.42988847308989725,132
RICL,-0.003710485976905777,-2.7053893414827495,0.40194219981248563,104
RICR,-0.03913185591451251,-2.7053894010873942,0.40194223849819255,104
RID,0.012028388218216909,-0.8679839987049086,0.3344310546397335,288
RIFL,0.011850783606860205,-2.626905757933855,0.34920631465502083,64
RIFR,-0.0589433959685266,-2.649496078491211,0.36820990359410644,64
RIGL,0.012724720717718204,-2.597800306479136,0.34717763066291807,60
RIGR,-0.05697865119824807,-2.6272618651390074,0.3618201936284701,60
RIH,-0.012780969838786405,-2.7180508952587843,0.41423285542987287,128
RIML,-0.007514251811379516,-2.701974876829096,0.37656567930369766,148
RIMR,-0.03439002740826156,-2.7019748478322416,0.37656568735837936,148
RIPL,-0.004341044143906661,-2.8201124055044993,0.4952693583709853,140
RIPR,-0.03837719189801386,-2.8201123561177934,0.49526937838111607,140
RIR,-0.03998926509585646,-2.7230160501268177,0.42585922639679025,108
RIS,-0.05069232310937798,-2.6889158202254255,0.40160733947287436,92
RIVL,-0.025226874576988988,-2.7243569837166715,0.44800519140867084,104
RIVR,-0.017491362272546843,-2.7243568988946767,0.4480051558751326,104
RMDDL,0.002554852166213095,-2.7313215248286724,0.45086038392037153,64
RMDDR,-0.044279457826633006,-2.7313214540481567,0.4508603923022747,64
RMDL,-0.012318719980410404,-2.7360618942313724,0.45522165877951515,72
RMDR,-0.029911943814820714,-2.7360617187288074,0.45522162235445446,72
RMDVL,-0.014069640232870976,-2.7353838913970523,0.45637888461351395,72
RMDVR,-0.028113774851792388,-2.735384467575285,0.4563790158265167,72
RMED,-0.014710994604918655,-2.6242919525792523,0.47485769708310405,124
RMEL,-0.01362569994914035,-2.7422856854067907,0.45637624793582493,72
RMER,-0.028929730256398518,-2.7422854039404125,0.45637621523605454,72
RMEV,-0.02479199325016728,-0.7153335655616089,0.034942686514554996,264
RMFL,-0.02367263423678066,-2.7216916850634982,0.4232645572296211,112
RMFR,-0.01856402976305357,-2.7216915296656743,0.423264581444008,112
RMGL,0.030323769710958005,-2.5658143281936647,0.3082113126292825,80
RMGR,-0.07304199319332838,-2.565814235806465,0.3082112351432443,80
RMHL,-0.02622331223600278,-2.725132610116686,0.4386885070375034,112
RMHR,-0.01628594522896622,-2.7251326931374416,0.4386884591409138,112
SAADL,-0.027984976019452962,-2.748602016976005,0.4505160047035468,152
SAADR,-0.013511856809552563,-2.7486018789441964,0.4505159935276759,152
SAAVL,-0.014203053010676644,-2.731119830357401,0.4135382465626064,152
SAAVR,-0.02861336920116293,-2.731120205239246,0.4135382426412482,152
SABD,-0.03332855640023592,-2.6800900044895353,0.4431983641171384,168
SABVL,0.03314759509105768,-2.6537226906844547,0.3100802073521273,56
SABVR,-0.08109376872224468,-2.653722822666168,0.31008023981537136,56
SDQL,0.12383179221716192,-0.6559906344498612,0.2526394083656164,144
SDQR,-0.07735784289737542,-2.2905498374076116,0.2889720800199679,84
Seam_Cells_Left,0.22007118109827753,0.42481552599661654,0.03457974598625268,348
Seam_Cells_Right,-0.23190075437399163,0.424815411283367,0.0345776502856578,348
SIADL,-0.09433614617535988,-0.9535304956863491,0.28183603218684977,208
SIADR,0.06940312450751662,-0.9535306148239985,0.282021948037884,208
SIAVL,0.11986309149320803,-0.5625086170347298,0.01625819667698998,204
SIAVR,-0.14394069477623583,-0.5625085105717766,0.016257877963795967,204
SIBDL,-0.0913872589875575,-0.9978896231864983,0.270335164237416,212
SIBDR,0.066081377045023,-0.9978896573818518,0.2703351116967651,212
SIBVL,-0.09154482896842842,-1.0888949488637163,0.1245843185348186,268
SIBVR,0.06223033953791679,-1.0888948157262892,0.12454689564461362,268
SMBDL,-0.0981108809306108,-0.7795318928249972,0.26192881729691586,188
SMBDR,0.07557420644592097,-0.7795319179508914,0.2619287994234486,188
SMBVL,0.09969298260543367,-0.8254414329562207,0.06481348106573367,232
SMBVR,-0.12413190074810951,-0.8254412000934626,0.0648134384416686,232
SMDDL,-0.10091515519889072,-0.8210913410487896,0.2713630938184603,192
SMDDR,0.07673357733680557,-0.8210910787262643,0.2713631056928231,192
SMDVL,-0.1223388435677267,-0.6176229358579104,0.051797453206605636,208
SMDVR,0.09826153814076231,-0.6176228314065016,0.0517975794724547,208
Sp_bag_A_1D,0.07358263835310935,-0.47300990641117097,-0.4443913596868515,50
Sp_bag_A_1L,0.10276541665196419,-0.4732303100824356,-0.4724176424741745,50
Sp_bag_A_1R,0.04536240637302399,-0.47432111024856566,-0.47184129238128664,50
Sp_bag_A_1V,0.07350566498935222,-0.47520668029785157,-0.5001847052574158,50
Sp_bag_A_2D,0.07344166338443756,-0.44271804243326185,-0.4488550513982773,40
Sp_bag_A_2L,0.11014448776841164,-0.4422741271555424,-0.4850048638880253,40
Sp_bag_A_2R,0.03674497278407216,-0.4422856688499451,-0.48523500338196757,40
Sp_bag_A_2V,0.07370227640494705,-0.44138302132487295,-0.5221841134130955,40
Sp_bag_A_3D,0.07357205105945468,-0.40199271962046623,-0.4398375406861305,40
Sp_bag_A_3L,0.11016690991818905,-0.40033884570002554,-0.47609907016158104,40
Sp_bag_A_3R,0.03710047323256731,-0.4003916569054127,-0.4758181057870388,40
Sp_bag_A_3V,0.07318131430074573,-0.3983920566737652,-0.5124379307031631,40
Sp_bag_A_4D,0.07425557319074869,-0.342625842243433,-0.4270560085773468,40
Sp_bag_A_4L,0.11028370819985867,-0.340009842813015,-0.4633162930607796,40
Sp_bag_A_4R,0.036916325730271635,-0.3402313761413097,-0.46316862776875495,40
Sp_bag_A_4V,0.07347448579967022,-0.33756439462304116,-0.5000290386378765,40
Sp_bag_P_1D,-0.09065685033798218,1.674408893585205,0.18331877052783965,50
Sp_bag_P_1L,-0.06243661873042584,1.6816747903823852,0.1564558506011963,50
Sp_bag_P_1R,-0.11983962953090668,1.6800061821937562,0.15568113222718238,50
Sp_bag_P_1V,-0.09057987734675407,1.6875486826896668,0.12842221245169638,50
Sp_bag_P_2D,-0.09051587600260973,1.6266178965568543,0.17606326192617416,40
Sp_bag_P_2L,-0.0538191816303879,1.6319688618183137,0.1399880399927497,40
Sp_bag_P_2R,-0.1272187078371644,1.631934717297554,0.14021882135421038,40
Sp_bag_P_2V,-0.09077648958191276,1.6366223305463792,0.10319549068808556,40
Sp_bag_P_3D,-0.09064625529572368,1.560873031616211,0.18120067119598388,40
Sp_bag_P_3L,-0.054174682358279824,1.5643274813890458,0.14538156222552062,40
Sp_bag_P_3R,-0.12724112905561924,1.5642644226551057,0.1450880529358983,40
Sp_bag_P_3V,-0.09025551928207279,1.567210003733635,0.10882457084953785,40
Sp_bag_P_4D,-0.09132977798581124,1.465080377459526,0.18827895633876324,40
Sp_bag_P_4L,-0.053990530362352726,1.467291310429573,0.1522696688771248,40
Sp_bag_P_4R,-0.12735790759325027,1.4669546276330947,0.15208136271685363,40
Sp_bag_P_4V,-0.09054869059473276,1.4691197216510772,0.11542183589190244,40
Sp_neck_A_1L,0.08618388324975967,-0.5286882072687149,-0.46632831245660783,20
Sp_neck_A_1R,0.06128580551594496,-0.5286372363567352,-0.46637385338544846,20
Sp_neck_A_2L,0.08618261329829693,-0.5185810476541519,-0.4641927987337112,20
Sp_neck_A_2R,0.061287073977291585,-0.51853007376194,-0.4642383396625519,20
Sp_neck_A_3L,0.08620384074747563,-0.5085473775863647,-0.46221491396427156,20
Sp_neck_A_3R,0.06126585081219673,-0.5085473775863647,-0.46221491396427156,20
Sp_neck_A_4L,0.0862025685608387,-0.49846905320882795,-0.4600617244839668,20
Sp_neck_A_4R,0.061267119646072385,-0.49846905320882795,-0.4600617244839668,20
Sp_neck_P_1L,-0.07836002595722676,1.7657281517982484,0.16724537834525108,20
Sp_neck_P_1R,-0.10325810350477696,1.7658048212528228,0.16730040237307547,20
Sp_neck_P_2L,-0.07836129348725081,1.7493165910243988,0.16770361885428428,20
Sp_neck_P_2R,-0.10325683243572711,1.7493932664394378,0.16775864362716675,20
Sp_neck_P_3L,-0.07834007050842047,1.7333276569843292,0.16942193657159804,20
Sp_neck_P_3R,-0.1032780610024929,1.7333276569843292,0.16942193880677223,20
Sp_neck_P_4L,-0.0783413389697671,1.716995644569397,0.17001868337392806,20
Sp_neck_P_4R,-0.10327678844332695,1.716995644569397,0.17001868411898613,20
Sp_Ut_Valve_Ant,0.0770057767836584,-0.25830988503164715,-0.4211745833357175,36
Sp_Ut_Valve_Post,-0.09880199459277922,1.3696537282731798,0.17153449087507194,36
Spermatheca_Ant,-0.00017789825797080993,-0.0004648350179195404,0.002729009836912155,40
Spermatheca_Ant.001,0.0008725978434085846,0.0004770008847117424,0.002561590075492859,40
Spermatheca_Ant.002,-0.00017786435782909393,9.706877171993256e-05,0.0013808518648147582,40
Spermatheca_Ant.004,-0.000665808841586113,0.00039229076355695724,0.0037960886955261232,40
Spermatheca_Ant.005,-0.0002635106444358826,0.0026664231903851033,0.0010460004210472106,40
Spermatheca_Ant.006,0.0006104331463575363,0.0006601590663194657,0.0040459223091602325,40
Spermatheca_Ant.007,-0.00043818950653076174,0.003965000808238983,0.0022837597876787185,40
Spermatheca_Ant.008,0.00027136243879795076,-1.0022521018981934e-05,0.0034541551023721693,40
Spermatheca_Ant.009,-0.0002635512501001358,0.0014222627505660057,0.002015661168843508,40
Spermatheca_Ant.010,-0.0007984824478626251,0.0001328699290752411,0.0032564915716648104,40
Spermatheca_Ant.011,0.00034826956689357755,-0.0010995717719197273,0.0015589483082294464,40
Spermatheca_Ant.012,8.61097127199173e-05,8.667558431625366e-05,0.002494868077337742,40
Spermatheca_Ant.013,0.0013969250023365021,9.3071348965168e-05,0.0037783879786729814,40
Spermatheca_Ant.014,0.0002712912857532501,0.0025353841483592987,0.0021050095558166502,40
Spermatheca_Ant.015,0.0002712678164243698,0.0038955409079790117,0.0023894958198070527,40
Spermatheca_Ant.016,-0.0001778680831193924,-0.00020470432937145234,0.0013061709702014922,40
Spermatheca_Ant.017,-0.00017788857221603393,-0.0002876076847314835,0.0029500830918550492,40
Spermatheca_Ant.018,-0.0001778744161128998,-0.0004956522956490516,0.0022401077672839164,40
Spermatheca_Ant.019,-0.0001779083162546158,-0.0001436149701476097,0.00422261580824852,40
Spermatheca_Ant.020,-0.000665811076760292,0.0004929255694150925,0.0030511118471622466,40
Spermatheca_Ant.021,-0.0006658177822828293,0.0007497372105717659,0.0018830422312021255,40
Spermatheca_Ant.022,-0.0006658047437667847,0.0010415863245725632,0.001884814165532589,40
Spermatheca_Ant.023,-0.0006657931953668594,0.000713963620364666,0.0017520375549793243,40
Spermatheca_Ant.024,-0.0006657995283603669,0.0012890512123703956,0.0027144107967615127,40
Sph_mu,-0.03464947379303768,3.812774095465155,0.013657121404642513,136
U,-0.028568426962010562,3.8986943711837134,-0.0014574155381221014,48
um1L_Ant,0.10613561486825347,0.4483324155211449,-0.15966231375932693,40
um1L_Post,0.11428515435281125,0.5971899357709017,-0.08245111428285865,44
um1R_Ant,-0.11678569372743368,0.45252955704927444,-0.17685575308278204,40
um1R_Post,-0.1200975850224495,0.5852439284324646,-0.09517471351427957,40
um2L_Ant,0.0925641259799401,0.25667016400645176,-0.21303074136376382,120
um2L_Post,0.090955416765064,0.845029054582119,0.07951817026672264,120
um2R_Ant,-0.09601956938082973,0.2565685675169031,-0.2145634020368258,120
um2R_Post,-0.09420129892726739,0.8450113852818807,0.07883816178073175,120
URADL,0.024406862585316918,-2.9242281369541003,0.5506375082161116,92
URADR,-0.06712500400760252,-2.924228240614352,0.5506375095118647,92
URAVL,0.011245626753883525,-2.905130128065745,0.4393041729927063,84
URAVR,-0.0539638313376123,-2.905130020209721,0.43930417334749583,84
URBL,0.0470477916699435,-2.8844688023839677,0.4932865894266537,56
URBR,-0.08976601383515767,-2.884468678917204,0.4932865207748754,56
URXL,0.026577458018437028,-2.8546551682732324,0.5139004137705673,88
URXR,-0.06929570000449364,-2.8546550653197547,0.5139003964987668,88
URYDL,0.027995517267094504,-2.925732845260251,0.5516809160190244,124
URYDR,-0.07071377285906384,-2.925733035610568,0.5516809977350696,124
URYVL,0.027572951102185817,-2.914474844932556,0.45915646602710086,84
URYVR,-0.07029117732530549,-2.9144745696158636,0.45915646318878445,84
ut1_Ant,-0.0048694432771299034,0.4341063459869474,-0.13988332828739658,128
ut1_Post,-0.0005283527130234069,0.6435134855733402,-0.0242166557286839,138
ut2_Ant,-0.011182117625139654,0.22792609815951437,-0.22255690512247384,64
ut2_Post,-0.007806952111423016,0.8660934409126639,0.09487229464139091,64
ut3_Ant,0.01772990869358182,0.05871139305236284,-0.3133905278518796,64
ut3_Post,-0.052803777158260345,1.0679905513922374,0.14804178313352168,48
ut4_Ant,0.06103248516511586,-0.1137739709423234,-0.38286321113506955,36
ut4_Post,-0.11456278525292873,1.2348352273305256,0.15710038086399436,48
utse,-0.006431474364293155,0.5261231912995008,-0.04326945876897271,268
uv1_Ant,-0.00828597549458637,0.4927179616163759,-0.12500311984844945,68
uv1_Post,-0.005229530636878575,0.5499342688742805,-0.09314394949058838,68
uv2_Ant,-0.006537699866492082,0.4785621902521919,-0.12366022183285917,68
uv2_Post,-0.005120452794739429,0.560715031097917,-0.08148455659530181,68
uv3_Ant,0.0001759212784236297,0.49821598728497823,-0.17317346235116324,30
uv3_Post,-3.405523117786894e-05,0.5840739369392395,-0.12638451059659322,30
VA1,-0.021371822996297852,-2.6009605914354323,0.21852311305701733,80
VA10,-0.016058071953011677,2.2704138718545437,-0.1464289715513587,64
VA11,-0.015101117237160603,3.049884448448817,-0.24675096633533636,48
VA12,-0.001235336194642716,3.2587897380193076,-0.21602345423565972,36
VA2,-0.01716016468902429,-2.3398240009943643,0.045395878485093515,60
VA3,-0.01551041684837805,-2.0181122455332012,-0.15317342782186139,72
VA4,-0.01637046936115152,-1.5521453775857623,-0.35498477949907903,76
VA5,-0.015922260483623378,-0.8453537535129322,-0.5171569702732894,72
VA6,-0.03412327622235925,-0.029122154193895834,-0.3566901496163121,108
VA7,-0.03341583945023428,0.49459118329520735,-0.20487380496654492,112
VA8,-0.034105172768856086,0.9139557386989947,-0.142011564914827,108
VA9,-0.03596559722907841,1.2220397901535034,-0.1317250496149063,100
VB1,-0.01441431637880776,-1.9572877490016467,-0.033355709932306236,136
VB10,-0.015788009972311556,2.641176936030388,-0.14984254594892263,80
VB11,-0.01575841732761439,2.9171622150084553,-0.20569668403443167,68
VB2,-0.02024617878299567,-1.8437458417348322,-0.08394912149636977,124
VB3,-0.033268874735637964,-0.9308819882571697,-0.2759247399933104,112
VB4,-0.039313001558184624,-0.4101420377691587,-0.28639773825804393,120
VB5,-0.031907356600277124,0.04412240386009216,-0.3229962088167667,120
VB6,-0.03276663634861852,0.43171724677085876,-0.3248300375095729,116
VB7,-0.043137194660420604,1.1863423118797631,-0.1866112510458781,104
VB8,-0.025536696874321654,1.8511574130791884,-0.09523879767108995,104
VB9,-0.015642856480553746,2.4034676645931445,-0.09558665762214284,76
VC1,-0.03029223099195709,-0.9827316651741663,-0.28455457848807175,120
VC2,-0.030084601615921462,-0.7149826856330037,-0.3870041412966592,112
VC3,-0.019890761879548007,0.39267137037356376,-0.1409606617924414,247
VC4,-0.011436404411991436,0.4833567393322786,-0.18254660765329997,120
VC5,-0.011436396348290145,0.5909655436873436,-0.12286252106229464,120
VC6,-0.01613504659118397,1.516991311950343,-0.00465271931274661,56
VD1,-0.0371254693441601,-2.4244776639071377,0.31394987318410794,132
VD10,-0.05281953373121034,2.1752220125033936,0.11004694766397106,116
VD11,-0.049273447454746426,2.608841026651448,-0.03650038721489495,116
VD12,-0.04504823968906341,3.120000181526973,-0.08653004615214364,116
VD13,-0.03785519029146859,3.617413946560451,-0.047116841189563274,112
VD2,0.043075661598704754,-2.288123281002045,0.25212034467142075,100
VD3,-0.05819229734166024,-1.9769348123898873,0.04859515308187558,104
VD4,-0.05113945111375431,-1.5469345912851136,-0.22647366672754288,116
VD5,-0.049468593591631485,-0.9593728693394825,-0.429034358468549,116
VD6,-0.0546721332818912,-0.387999213533476,-0.41911299179854067,116
VD7,-0.06924738356787147,0.20856615246245355,-0.1636550338995276,132
VD8,-0.04469015988029747,0.8937343843281269,0.18386607725794116,144
VD9,-0.053041658330974836,1.647026619740895,0.22498329190005148,112
virL,-0.024133041301476105,3.818295955657959,0.02446861479308739,28
virR,-0.04848587140440941,3.818296049322401,0.024734918767145637,28
vm1L_Ant,0.06640931498259306,0.48749912828207015,-0.1896617591381073,20
vm1L_Post,0.06865548404554526,0.5958980148037275,-0.12547876251240572,24
vm1R_Ant,-0.06358236990248163,0.4843636291722457,-0.20004692301154137,24
vm1R_Post,-0.07102876389399171,0.5921713784337044,-0.12991143142183623,24
vm2L_Ant,0.041608489211648704,0.48969726711511613,-0.19126142486929892,20
vm2L_Post,0.03821207955479622,0.5928475320339203,-0.13074494972825051,20
vm2R_Ant,-0.04285313505679369,0.4896006122231483,-0.19353657364845275,20
vm2R_Post,-0.04256178103387356,0.5950491726398468,-0.13276188783347606,20
vpi1,-0.021572368626948446,-2.3304366059601307,0.3288409924134612,64
vpi2_DL,0.0062551931322862705,-2.321776755650838,0.35481053839127225,60
vpi2_DR,-0.04956017763664325,-2.321773648262024,0.35485288947820665,60
vpi2_V,-0.021573478562964335,-2.3249676624933877,0.31139306931032074,72
vpi3_D,-0.02157237073406577,-2.325092617670695,0.3607492223381996,60
vpi3_V,-0.021572357633461554,-2.3287899494171143,0.3103662138183912,60
vulA,0.0029218571493402124,0.564026690274477,-0.19067080039530993,40
vulB1,-0.0003528114888467826,0.557215391099453,-0.17935319934040309,40
vulB2,-8.522006755811163e-05,0.5510486267507076,-0.17249601446092128,40
vulC,0.00011568557529244572,0.5485313750803471,-0.16777781546115875,40
vulD,0.0001711145305307582,0.5463830709457398,-0.16282384004443884,40
vulE,-0.001771022034517955,0.5271369952708482,-0.119829252170166,80
vulF,0.0007726427909801714,0.5402973920106888,-0.1535786833614111,40
XXXL,0.041674656234681605,-2.86523796916008,0.4541319407522678,40
XXXR,-0.08439292255789041,-2.8652383148670197,0.4541320264339447,40
Y,-0.023681084955266368,3.953712224960327,-0.014278096108076474,48
