mesh,x,y,z
ADER,-0.08022622764110565,-2.632169246673584,0.4106201007962227
ADER,-0.082883071154356,-2.632455050945282,0.41067203134298325
ADER,-0.08155464939773083,-2.633717715740204,0.4115544483065605
ADER,-0.08146546222269535,-2.7991477251052856,0.48225434869527817
ADER,-0.0815255343914032,-2.7899917364120483,0.48774420469999313
ADER,-0.0814053900539875,-2.789425015449524,0.4845380559563637
ADER,-0.08309225365519524,-2.7898640632629395,0.4860532656311989
ADER,-0.07983867079019547,-2.789552688598633,0.48622899502515793
ADER,-0.0815255343914032,-2.770471930503845,0.4899601861834526
ADER,-0.0814053900539875,-2.770817279815674,0.486764095723629
ADER,-0.08309225365519524,-2.770816385746002,0.4883216768503189
ADER,-0.07983867079019547,-2.770472824573517,0.4884026050567627
ADER,-0.0815255343914032,-2.70956027507782,0.45583977550268173
ADER,-0.0814053900539875,-2.710683584213257,0.4527733474969864
ADER,-0.08309225365519524,-2.7103012204170227,0.45430872589349747
ADER,-0.07983867079019547,-2.709942638874054,0.45430439710617065
ADER,-0.0815255343914032,-2.646543264389038,0.41712475568056107
ADER,-0.0814053900539875,-2.6478431224823,0.4141230061650276
ADER,-0.08309225365519524,-2.6473723649978638,0.4156363755464554
ADER,-0.07983867079019547,-2.647014021873474,0.4156113862991333
ADER,-0.0814053900539875,-2.633961796760559,0.4069047123193741
ADER,-0.08309225365519524,-2.633491039276123,0.40841808170080185
ADER,-0.07983867079019547,-2.6331326961517334,0.40839308500289917
ADER,-0.08189567364752293,-2.611245095729828,0.4017835110425949
ADER,-0.08177555724978447,-2.612438917160034,0.3987401947379112
ADER,-0.08346239291131496,-2.6120213866233826,0.4002681002020836
ADER,-0.08020883798599243,-2.6116626262664795,0.40025560557842255
ADER,-0.10203490406274796,-2.5684245228767395,0.38644228130578995
ADER,-0.10161455161869526,-2.569380223751068,0.38335737586021423
ADER,-0.10325399041175842,-2.56953102350235,0.3848998323082924
ADER,-0.10039546526968479,-2.5682737231254578,0.3848998248577118
ADER,-0.13587534986436367,-2.5267788767814636,0.37126534432172775
ADER,-0.13551504164934158,-2.5277379751205444,0.36818042397499084
ADER,-0.13712941855192184,-2.527797281742096,0.3697228878736496
ADER,-0.1342609729617834,-2.526719570159912,0.369722880423069
ADER,-0.15161247178912163,-2.4817357063293457,0.351646363735199
ADER,-0.15161247178912163,-2.4828301668167114,0.34856145083904266
ADER,-0.15324915200471878,-2.4822829365730286,0.3501039072871208
ADER,-0.14997579157352448,-2.4822829365730286,0.3501039072871208
ADER,-0.15327823534607887,-2.4437456130981445,0.3343300223350525
ADER,-0.15327823534607887,-2.444991707801819,0.3308173418045044
ADER,-0.15514186024665833,-2.4443686604499817,0.33257368206977844
ADER,-0.15141461044549942,-2.4443686604499817,0.33257368206977844
ADER,-0.1472330018877983,-2.433106541633606,0.3276292085647583
ADER,-0.15932352095842361,-2.4331066012382507,0.3276292085647583
ADER,-0.15327826142311096,-2.4351277947425842,0.3219318687915802
ADER,-0.15327826142311096,-2.4310853481292725,0.3333265483379364
ADER,-0.15160223841667175,-2.4072699546813965,0.30840693414211273
ADER,-0.15495434403419495,-2.4072699546813965,0.30840693414211273
ADER,-0.15327829122543335,-2.408672571182251,0.30783846974372864
ADER,-0.15327829122543335,-2.405867338180542,0.3089753985404968
ADER,-0.15327832102775574,-2.4115564823150635,0.3215673714876175
ADER,-0.15327832102775574,-2.413395881652832,0.31833796203136444
ADER,-0.15517399460077286,-2.4124761819839478,0.31995266675949097
ADER,-0.15138264745473862,-2.4124761819839478,0.31995266675949097
ADER,-0.1472207009792328,-2.4142576456069946,0.32094207406044006
ADER,-0.1593359410762787,-2.4142576456069946,0.32094207406044006
ADER,-0.15327832102775574,-2.4162830114364624,0.3152330666780472
ADER,-0.15327832102775574,-2.412232279777527,0.32665108144283295
ADER,-0.15327829122543335,-2.4203386306762695,0.33371010422706604
ADER,-0.15327829122543335,-2.427025616168976,0.3148611783981323
ADER,-0.1632782369852066,-2.423682153224945,0.3242856413125992
ADER,-0.1432783454656601,-2.4236820936203003,0.3242856413125992
ADER,-0.023646213114261627,-2.7077245712280273,0.30048466473817825
ADER,-0.023646213114261627,-2.7045300006866455,0.29435694217681885
ADER,-0.023646213114261627,-2.702474355697632,0.2970416992902756
ADER,-0.025364458560943604,-2.7035021781921387,0.295699343085289
ADER,-0.02192796766757965,-2.7035021781921387,0.2956992983818054
ADER,-0.023646239191293716,-2.6848256587982178,0.26986726373434067
ADER,-0.023646239191293716,-2.682770013809204,0.2725520208477974
ADER,-0.02536448836326599,-2.683797836303711,0.2712096646428108
ADER,-0.02192799001932144,-2.683797836303711,0.27120961993932724
ADER,-0.03007683902978897,-2.4593456983566284,0.1607792116701603
ADER,-0.026751704514026642,-2.459338903427124,0.16077280044555664
ADER,-0.02839655987918377,-2.4591623544692993,0.1624283567070961
ADER,-0.028431983664631844,-2.459522247314453,0.15912365540862083
ADER,-0.14054309204220772,-2.403817117214203,0.27533846348524094
ADER,-0.13756267353892326,-2.403817117214203,0.2762982100248337
ADER,-0.1391082964837551,-2.4054579734802246,0.2759431228041649
ADER,-0.13899746909737587,-2.402176260948181,0.27569355070590973
ADER,-0.10177763551473618,-2.40726637840271,0.21756215393543243
ADER,-0.09941050782799721,-2.407266318798065,0.2197437547147274
ADER,-0.10072004608809948,-2.4088749289512634,0.21878964081406593
ADER,-0.1004680972546339,-2.4056577682495117,0.2185162678360939
ADER,-0.05611775256693363,-2.4168474674224854,0.16686473041772842
ADER,-0.05490955524146557,-2.4169150590896606,0.16969802603125572
ADER,-0.05600805766880512,-2.4183753728866577,0.16835201159119606
ADER,-0.05501925013959408,-2.4153871536254883,0.16821074485778809
ADER,-0.03205394186079502,-2.4261207580566406,0.15143147110939026
ADER,-0.03183390572667122,-2.4263303875923157,0.1546543575823307
ADER,-0.033123141154646873,-2.427206873893738,0.15306143835186958
ADER,-0.030764706432819366,-2.4252442717552185,0.15302439033985138
ADER,-0.02875356376171112,-2.4345180988311768,0.14884459599852562
ADER,-0.028643539175391197,-2.4345041513442993,0.1520823836326599
ADER,-0.0302711371332407,-2.434805989265442,0.15047595649957657
ADER,-0.027125965803861618,-2.434216260910034,0.15045102313160896
ADER,-0.024444974958896637,-2.57370525598526,0.21258661523461342
ADER,-0.027853939682245255,-2.57370525598526,0.2125866413116455
ADER,-0.026149457320570946,-2.573089361190796,0.21409699693322182
ADER,-0.026149457320570946,-2.574321150779724,0.2110762596130371
ADFL,0.035429542884230614,-2.655182421207428,0.3462524637579918
ADFL,0.039139773696660995,-2.655182421207428,0.3462524563074112
ADFL,0.037284658290445805,-2.653329849243164,0.34626610577106476
ADFL,0.037284658290445805,-2.657034993171692,0.3462388142943382
ADFL,0.03467240836471319,-2.6549965143203735,0.3034830838441849
ADFL,0.037901910953223705,-2.6549965143203735,0.30236316472291946
ADFL,0.03626173175871372,-2.6531894207000732,0.30284979939460754
ADFL,0.036312587559223175,-2.656803607940674,0.3029964491724968
ADFL,0.011878209188580513,-2.666104555130005,0.2831028029322624
ADFL,0.013314539566636086,-2.666098713874817,0.28017403930425644
ADFL,0.012215998955070972,-2.6643661856651306,0.2816057950258255
