mesh,vid,x,y,z
ADFL,62,0.07702194154262543,-2.9656975269317627,0.5295325517654419
ADFL,63,0.07702194154262543,-2.9656975269317627,0.5255146026611328
ADFL,64,0.07338325679302216,-2.997606039047241,0.5305528044700623
ADFL,65,0.07338325679302216,-2.997606039047241,0.5345706939697266
ADFL,66,0.07740117609500885,-2.997606039047241,0.5345706939697266
ADFL,67,0.07740117609500885,-2.997605800628662,0.5305528044700623
ADFL,68,0.07702194154262543,-2.9318296909332275,0.5185171365737915
ADFL,69,0.07702194154262543,-2.9318296909332275,0.5225350856781006
ADFL,70,0.08103986084461212,-2.9318296909332275,0.5225350856781006
ADFL,71,0.08103986084461212,-2.9318296909332275,0.5185171365737915
ADFL,72,0.0762815773487091,-2.8889405727386475,0.5085110664367676
ADFL,73,0.0762815773487091,-2.8889405727386475,0.5125289559364319
ADFL,74,0.07226365804672241,-2.8889405727386475,0.5125289559364319
ADFL,75,0.07226365804672241,-2.8889405727386475,0.5085110664367676
ADFL,76,0.06368613243103027,-3.045748472213745,0.5386698246002197
ADFL,77,0.06368613243103027,-3.045748472213745,0.5426877737045288
ADFL,78,0.059668220579624176,-3.045748710632324,0.5426877737045288
ADFL,79,0.059668220579624176,-3.045748710632324,0.5386698246002197
ADFL,80,0.04791247099637985,-3.201557159423828,0.5582712888717651
ADFL,81,0.04791247099637985,-3.2011876106262207,0.5622721314430237
ADFL,82,0.05193038284778595,-3.2011876106262207,0.5622721314430237
ADFL,83,0.05193038284778595,-3.201557159423828,0.5582712292671204
ADFL,84,0.032617367804050446,-3.319845199584961,0.5704197287559509
ADFL,85,0.032617367804050446,-3.3194754123687744,0.5744206309318542
ADFL,86,0.0285994540899992,-3.3194754123687744,0.5744206309318542
ADFL,87,0.0285994540899992,-3.319845199584961,0.5704197287559509
ADFL,88,0.020567579194903374,-3.371799945831299,0.5760180354118347
ADFL,89,0.020567579194903374,-3.3714301586151123,0.5800188779830933
ADFL,90,0.024585489183664322,-3.371429920196533,0.5800188779830933
ADFL,91,0.024585489183664322,-3.3717997074127197,0.5760180354118347
ADFL,92,0.01509326696395874,-3.4282307624816895,0.5835847854614258
ADFL,93,0.01509326696395874,-3.427860975265503,0.5875856280326843
ADFL,94,0.011075351387262344,-3.427861213684082,0.5875856280326843
ADFL,95,0.011075351387262344,-3.4282307624816895,0.5835847854614258
ADFL,96,0.0049175843596458435,-3.486302614212036,0.5874783396720886
ADFL,97,0.0049175843596458435,-3.4859330654144287,0.5914791822433472
ADFL,98,0.008935494348406792,-3.4859328269958496,0.5914791822433472
ADFL,99,0.008935494348406792,-3.486302614212036,0.5874783396720886
ADFL,100,0.008935494348406792,-3.4947938919067383,0.5882629156112671
ADFL,101,0.008935494348406792,-3.4944241046905518,0.5922638177871704
ADFL,102,0.0049175843596458435,-3.4944241046905518,0.5922638177871704
ADFL,103,0.0049175843596458435,-3.4947938919067383,0.5882629156112671
ADFL,104,0.06404288113117218,-2.790541410446167,0.4738546907901764
ADFL,105,0.06002496927976608,-2.790541410446167,0.4738546907901764
ADFL,106,0.06404288113117218,-2.790541410446167,0.4698368012905121
ADFL,107,0.06002496927976608,-2.790541410446167,0.4698368012905121
ADFL,108,0.05767875909805298,-2.739628553390503,0.44301319122314453
ADFL,109,0.05366084724664688,-2.739628553390503,0.44301319122314453
ADFL,110,0.05767875909805298,-2.739628553390503,0.43899527192115784
ADFL,111,0.05366084724664688,-2.739628553390503,0.43899527192115784
ADFL,112,0.027356745675206184,-2.6662347316741943,0.42193570733070374
ADFL,113,0.027356745675206184,-2.6732285022735596,0.4031984508037567
ADFL,114,0.027356745675206184,-2.6919658184051514,0.41019243001937866
ADFL,115,0.027356745675206184,-2.684971809387207,0.4289296567440033
ADFL,116,0.047356732189655304,-2.6662344932556152,0.42193570733070374
ADFL,117,0.047356732189655304,-2.6732285022735596,0.4031984508037567
ADFL,118,0.047356732189655304,-2.6919658184051514,0.41019245982170105
ADFL,119,0.047356732189655304,-2.684971809387207,0.4289296567440033
ADFL,120,0.03958555683493614,-2.6876893043518066,0.42164915800094604
ADFL,121,0.03958555683493614,-2.6892480850219727,0.4174729585647583
