,gene_name,ADA,ADE,ADF,ADL,AFD,AIA,AIB,AIM,AIN,AIY,AIZ,ALA,ALM,ALN,AQR,AS,ASEL,ASER,ASG,ASH,ASI,ASJ,ASK,AUA,AVA,AVB,AVD,AVE,AVF,AVG,AVH,AVJ,AVK,AVL,AVM,AWA,AWB,AWC_OFF,AWC_ON,BAG,BDU,CAN,CEP,DA,DA1,DA9,DB,DB01,DB02,DD,DVA,DVB,DVC,FLP,HSN,I1,I2,I3,I4,I5,I6,IL1,IL2_DV,IL2_LR,LUA,M1,M2,M3,M4,M5,MC,MI,NSM,OLL,OLQ,PDA,PDB,PDE,PHA,PHB,PHC,PLM,PLN,PQR,PVC,PVD,PVM,PVN,PVP,PVQ,PVR,PVT,PVW,RIA,RIB,RIC,RID,RIF,RIG,RIH,RIM,RIP,RIR,RIS,RIV,RMD_DV,RMD_LR,RME_DV,RME_LR,RMF,RMG,RMH,SAA,SAB,SDQ,SIA,SIB,SMB,SMD,URA,URB,URX,URY,VA,VA1,VA12,VB,VB01,VB02,VC,VC_4_5,VD
WBGene000041342,myrf-1,95.62037206,80.89216979,76.73182514,66.07361514,57.3622843,87.85414862,77.64438332,181.4180111,93.82229499,81.87428239,93.13028443,140.3968912,54.42046235,0,95.70122738,582.6380598,58.22508793,41.65390514,79.23694258,50.39060495,82.716454,70.42718634,91.20124936,130.2589953,244.8107041,82.22849536,241.1321196,252.3544563,179.4761088,221.3417546,169.7697187,205.8836207,54.05878633,206.5938668,72.37517624,46.41323694,74.29663397,60.08064168,40.02599405,33.70672933,74.35924495,202.6092902,125.9568458,449.0761187,615.9294906,493.6639191,293.0786623,329.8018049,552.7251363,187.4873822,71.73344664,146.5554471,172.0569583,212.7715925,134.036373,200.9258063,73.87706856,733.9482564,243.3704734,241.8551647,237.8233843,0,218.2166103,241.7431884,145.3449219,216.9888419,335.3139391,252.6298939,766.7114876,411.4937697,818.5603635,333.1134467,279.6624842,113.1198985,423.5481242,716.421267,358.9763022,149.3205243,31.97991371,105.7358524,102.461246,15.22262485,160.2885142,119.6971154,369.7750339,129.5699252,162.4975758,0,46.9830082,119.4112531,86.35860582,40.67763367,79.18979041,229.1479116,163.4326719,162.6511857,140.6634992,84.48238822,126.8515544,141.3567466,83.80644725,45.9220445,321.4210069,41.36369506,114.5796672,319.3395749,198.2342849,260.9032044,341.4051399,337.1439212,100.5051877,210.6068875,400.2189257,296.8619198,115.8454967,285.6636553,323.3125822,307.5539478,243.8131892,139.7518906,94.33591921,93.71677264,265.2840849,148.2637777,209.9482654,138.4889071,263.4466701,238.6593005,240.8542803,335.7277972,197.7453247,215.9307892
WBGene000031072,mab-10,41.81546012,0,23.34634895,8.695627992,0,0,7.485542566,18.47154099,0,0,13.99909089,10.98210249,15.3393409,0,70.65434982,114.7034125,0,22.05893262,30.40934129,0,71.60417152,10.50184008,12.69991486,15.05283945,15.88517258,24.10327365,43.43945297,59.0772527,55.62682033,80.58797774,87.16365674,45.23801996,21.236723,11.78069551,0,31.81057141,0,18.3204735,14.07914128,0,33.10790192,22.47424374,44.73377633,130.108017,529.4616634,70.36713467,60.85765263,99.74462228,234.7390369,75.43173714,0,0,0,41.64821709,28.50222022,104.8180108,24.62568952,48.35806212,69.03172638,110.5819863,0,100.8430303,40.60702301,17.59601553,11.70028697,14.70780126,44.98807133,90.31240903,51.57552523,162.1936026,117.5851384,67.299997,64.51672523,0,6.783892874,0,25.0300179,7.363685965,0,0,0,27.50047757,0,0,70.44796977,105.4338287,20.22061068,0,0,0,12.30989673,0,11.47120411,52.92624026,0,69.55253139,16.49084895,83.53212279,40.86684548,15.61178412,16.27144535,16.27619972,61.99140541,16.47967614,0,38.53466932,14.79347697,143.7934673,35.92376266,0,17.04144614,27.71152119,65.96733925,196.3185716,0,65.56823876,74.27107016,56.81855286,49.19598208,77.39472837,78.16333489,39.13324408,0,48.72003551,142.7903483,17.38417563,78.07298442,20.99035454,81.33059706,32.19368276,26.38702562,21.77155151
WBGene000113022,R166.2,118.5182062,0,27.13764117,18.49826115,9.124466678,61.96904969,34.68415076,113.7173982,84.16110438,67.41189542,60.87569263,50.15122244,33.44595574,0,22.56787048,67.72175955,45.76543383,25.01022392,23.99629064,8.519521841,34.9552006,24.85717046,55.41594546,94.43770111,72.96353176,19.24552228,40.75079023,73.32261446,43.72836501,64.87707229,38.39224931,93.41244346,43.18852343,21.30162247,40.65047718,18.52478877,37.51727759,38.0970202,20.10193601,11.51672555,29.23531552,75.03694514,33.80867876,94.69649735,146.2184356,53.43340523,65.39436952,54.58031663,54.43689582,115.946851,5.229684143,93.38356416,230.2433724,57.36821154,38.31003373,19.94221817,0,81.5181235,34.47675402,63.64232346,18.62736011,0,21.24684588,25.02363707,116.7170455,22.03910196,41.13169287,213.0514266,40.61698283,93.49551333,121.9632425,62.30100867,40.35494445,0,123.1878877,130.7234641,0,56.46713944,43.55303829,32.690645,55.56964881,59.51866202,64.56273138,74.25789083,9.928305851,14.69500324,46.93750788,0,40.03097542,56.90244532,79.58410904,4.761655116,64.0154515,83.61778501,100.4209504,54.1658985,60.98481559,55.55053232,31.27225227,25.26709935,16.44336433,4.241553293,180.0747256,11.88887614,94.31647615,116.9860971,85.94816064,12.96194268,0,177.340919,51.89726778,70.24980552,7.330233864,89.63466357,100.9782619,217.8802422,77.37722992,73.28275549,107.5471212,43.99633796,93.0105812,17.91100527,36.0503118,75.46772698,0,93.7998789,86.67831992,113.7903735,118.9782667,89.62699637,42.5622989,162.1208655
WBGene000113032,R166.3,115.9644497,36.89522843,78.96908601,77.6568741,103.6598223,138.068168,100.1997591,150.409118,131.6029791,177.8568204,115.5075038,73.85900023,48.49026989,190.9854851,183.8135304,89.78013017,107.7809994,162.2654602,70.23677412,57.41566511,82.70674499,124.5807414,214.1762979,259.3224758,150.7129058,73.20203639,46.28687144,273.8765227,120.9226707,104.9960408,114.7557895,202.790263,73.20669341,157.4299844,60.6150042,84.04129468,166.9450597,134.0055391,138.9144144,143.0042463,52.01702304,93.18550661,45.8374567,68.675515,106.4622591,0,64.3892465,39.711644,54.77119983,149.3277233,107.596146,370.3534409,377.2294005,64.83301105,69.5486457,18.15623068,95.95087315,8.05448393,18.50943057,87.32200118,143.4964562,106.8548263,103.5175272,88.64822919,240.0924476,17.49359398,54.19313919,426.7365166,529.181262,116.655813,132.1918593,88.72281175,35.24839888,63.52432982,182.0690569,312.2830181,102.5295646,17.67688691,261.7795938,48.70065465,111.5901126,72.6754492,68.08103554,19.59901866,69.9534387,50.41713292,67.96152824,352.7426975,128.8066225,99.45460075,146.2880959,30.13368285,108.5043408,255.174339,113.8788027,134.2320253,52.24291165,87.23949185,45.73660338,96.0312811,112.5635084,172.7224978,376.3278623,114.5604255,390.4517329,297.357103,247.1712024,138.8595024,52.30750461,257.2691641,76.92129461,195.0317838,170.5497164,142.3553688,102.2444585,374.8612551,223.0608558,141.4947197,169.9037131,203.2358279,42.72336539,55.89467812,28.90089289,152.5394711,0,112.356903,99.71384057,210.1848924,184.8629643,232.5461621,106.5190303,264.4466113
WBGene000041852,pro-1,29.04663098,0,4.945741854,14.43034317,0,39.99222802,13.04508093,30.96230891,42.66467664,30.9430515,66.87263818,96.78470568,43.99400925,0,19.11927938,53.78799279,27.64637472,5.315687256,20.00226235,0,26.57561772,31.82574489,31.52057294,47.2417547,32.47767319,29.23640755,24.67180525,51.78005495,43.03511015,50.0611205,22.2732566,66.54145987,16.32583747,37.89855126,53.22639018,6.78366582,40.59728042,58.27994307,7.605585378,17.38715041,65.76715208,33.54689036,30.77270992,139.4332268,176.9477769,0,86.39478585,33.45550034,101.5823366,169.1504829,16.24461834,84.61279892,127.9677014,0,49.91656528,54.81071333,0,134.0318165,24.08725016,66.75332351,16.47731752,0,53.03753998,21.47594251,74.31022145,125.3504095,48.82969736,0,0,24.55364755,92.83208511,31.22662087,28.3257409,0,0,97.3124846,18.91857202,18.53692768,14.01404111,89.14257799,60.8456501,82.31449707,135.9431477,52.62263445,35.274926,27.77930009,218.1442746,194.5050204,7.349862495,41.98099675,58.6856324,39.03801645,108.5429161,38.44265054,16.69506191,45.25691918,34.25371523,22.10807849,33.9174928,89.95539794,19.33945705,119.6164549,132.5687193,3.884614043,48.60405465,64.06471913,69.79583555,0,48.76778999,41.26943616,3.747362504,46.07320398,13.34354328,134.7193402,48.19642051,74.85797672,34.32978336,26.66511806,96.06010376,75.28057828,31.87404579,23.64186527,0,52.1200553,165.5421,71.10877305,108.4009074,86.37077343,103.8690527,64.44544257,10.82372988,102.0370596
WBGene000073522,cdc-48.1,37.20377181,57.71046104,24.73516722,35.33404059,45.92064341,65.97374116,41.87548174,53.1417993,76.73660665,30.29026835,80.87056324,130.4060929,27.28945938,0,73.58294021,23.79656966,92.87595461,77.03242742,87.80097011,66.1015234,45.99509485,53.46061646,38.213603,62.39007105,145.9016965,26.27795178,147.2815846,67.02719136,20.04960923,125.1598515,19.31880254,64.25361198,19.68981267,86.89755235,25.32671012,39.56144127,88.80286153,62.87470094,71.48155882,41.59521115,134.6710148,90.76130965,50.6343029,50.87208645,89.63178724,22.28362599,89.03830428,110.1809139,93.3833065,36.88446565,63.02359588,63.68691729,22.07674308,94.89654624,53.03048877,176.3998802,178.0626781,67.20730677,188.5430743,82.59640576,0,191.6017576,103.1926148,48.68116705,112.189013,31.3831108,174.1148121,66.63294297,0,117.4962728,114.0805113,62.51035917,203.6152082,0,0,129.9059923,221.1675222,95.97246227,15.20555798,38.17023678,21.32534504,28.07328117,124.9627044,64.22639878,101.2874139,20.88544716,19.90116056,0,21.27083219,15.15499731,63.54317082,20.88392822,43.73985831,36.50633048,58.93786944,46.35051662,43.78438768,66.35119572,49.58382296,75.24643092,33.86834454,65.80502833,65.11329849,63.50981273,21.94919198,88.19952208,118.7809975,87.01341211,169.0262256,25.77120268,36.96427142,46.09864059,6.698317151,29.35445566,28.84718233,25.15784094,44.52940798,68.94351769,42.18687596,43.67087884,14.48675444,43.30842401,21.7400656,33.65132776,53.48071175,19.2360533,42.50911694,83.03482096,65.6254201,51.08525016,23.77391298,95.2976381
WBGene000073552,rpb-6,9.167280849,40.37843937,5.247434201,10.97568556,0,2.834495782,27.80172527,11.36339013,28.50730883,19.05630797,18.58488951,15.92202773,10.037032,0,38.81578017,23.39677554,12.37031422,15.13125144,18.21771304,8.536902732,0,9.236825874,6.737027609,22.86126431,20.23242147,5.79361287,11.92574913,22.61909929,16.75004057,4.543382348,7.292927359,11.99096047,13.19694604,25.51466775,19.28871253,13.35705457,85.96810557,22.68725911,15.43364593,34.79766457,4.777679532,42.57912613,50.73449158,30.56311973,0,22.28362599,16.87545113,28.98533115,45.23549002,6.099643781,0,22.93299479,47.36954128,77.56627801,14.91384403,0,0,44.80487118,157.3441964,35.41922035,0,0,13.8392952,28.17820237,10.63662452,31.8949486,59.69334359,83.42396363,0,31.18780698,23.82599807,32.64852388,108.3421753,0,0,0,48.66530896,16.66047729,22.20796451,21.93548061,0,2.440737539,15.77002597,6.459210046,20.04456466,4.321290059,4.173857318,0,2.236800386,4.945232283,0,20.53060512,10.67238631,35.67756752,33.60315165,11.3982544,4.014200468,9.389033867,32.73836528,7.540902196,19.59524406,0,9.641681579,0,21.8889574,20.15954409,16.81102081,119.2622045,51.86761752,0,12.09606797,19.17094619,44.16651501,45.48401089,6.665600171,15.02234272,64.78953766,14.59572637,22.19007271,0,9.507581846,22.084354,31.9271644,20.24907754,57.39722851,0,18.69632763,24.70451301,18.83871179,9.323455501,14.33669484,15.21458026
WBGene000075562,algn-9,11.05652848,17.50081251,7.895674627,6.108111036,9.42129039,6.93320909,6.546874032,14.02877171,11.14082593,14.33353623,13.00052439,8.957577479,16.9826109,0,98.04799668,51.03918721,34.02080724,19.37465893,4.705903762,18.86187534,10.69196371,3.112465693,5.164639696,47.8740053,18.45477909,8.034006522,27.24081204,44.28627186,32.41238295,36.26272838,16.80943475,28.66596446,8.136626251,20.97620441,6.921668335,16.47317159,0,40.73293956,26.66955119,13.46607424,11.9028917,24.98854565,21.37413495,26.62071824,0,55.18154729,9.889654452,17.24341167,17.56680863,44.07830786,0,6.229510365,27.32078929,19.04779142,4.840804746,60.89838067,77.32158045,85.15146627,36.19479595,1.744961474,0,38.32035151,73.10593643,7.819912614,41.49303049,1.342353291,40.60457828,19.34735109,0,11.17076981,14.56822205,8.014544321,16.62598329,0,0,0,15.35690929,34.51113636,0,12.26980796,45.53852219,2.277215569,4.958848619,6.308067383,12.14687657,0,13.87876619,0,3.516411418,5.129493242,0,18.08065224,21.30406742,28.50430544,13.89043968,33.69724897,1.487115578,24.28982352,4.542838907,0,15.92427334,0,5.526788978,53.45491444,10.32727213,29.90182786,30.28933509,108.92182,15.93542964,20.98452988,38.83873567,16.45344684,18.26593538,95.21517918,10.59954281,35.57858329,10.76519111,12.9714643,37.85402952,15.52086661,55.06558162,2.257524703,0,19.47675734,0,0,22.62871001,13.61751183,16.73315545,25.78886972,34.32129109,30.02328372
WBGene000063972,taf-13,45.5547481,15.60172235,12.43671891,18.39735327,0,31.96035906,21.74701919,17.80261758,23.32098849,23.55018467,11.85883112,20.2696805,2.968060751,0,3.24651169,0,0,41.26964933,14.00150689,58.71903672,20.29752284,13.81935709,19.26811501,46.99907064,15.87463344,14.74337383,14.09061273,22.59707931,14.13073929,10.22240098,16.33929606,24.00811061,10.4486125,13.25011975,8.948881557,11.87516104,23.72674975,35.80639325,25.82650754,28.87192342,5.6607255,57.6085685,24.56712817,19.26473315,0,0,31.76362728,11.37018525,13.43416249,36.47180487,37.08514209,41.13743247,29.6895643,47.78490428,15.35044278,0,0,0,17.88285009,57.15898223,0,46.48021073,23.31687864,16.11485807,0,0,12.51464123,0,0,19.02460319,9.298436256,12.08057392,9.80758314,0,53.38893271,0,9.001673546,8.269644201,34.02750137,27.36043989,49.59756445,7.989430928,23.07782705,8.991675659,9.268297539,0,9.271716928,0,6.627975949,49.23059905,20.6085812,17.80738787,12.45231336,41.40387901,58.22412995,17.70996178,8.32537452,9.580199006,5.418564077,12.06966145,19.63321652,57.24057737,0,0,15.31771424,13.46622335,26.5867174,79.33026112,0,69.58956611,0,18.40507034,6.98069265,28.07570749,6.412229404,12.76395729,8.455248771,18.62289241,16.22365238,37.80616583,35.12299822,5.592665732,0,10.10860655,57.39722851,0,13.11112026,12.10293076,28.86215137,30.95785473,0,21.30167232
WBGene000108972,lact-3,21.01825265,4.554682822,19.47032494,11.04947096,34.49640646,10.28344412,5.908048353,14.64237918,16.20219695,12.50633114,19.98615362,3.810216101,3.240945033,0,3.930434435,29.89269065,21.40683014,16.48175159,11.74393815,7.921250418,17.83891978,8.180576447,26.24855831,27.02408456,20.74160883,4.68105428,30.43323223,8.926573686,7.229164032,0,42.61214922,8.957147855,1.368545149,1.29909691,0,5.255880242,0,41.05125045,4.503214022,2.642436711,10.07483,37.94897657,2.477175911,6.69236113,0,0,16.94950349,21.2342023,14.10963839,0,0,3.452660397,19.83043156,13.9822266,2.420049359,6.69054302,0,0,13.74921771,5.954056868,72.70720053,0,10.30869459,13.151114,0,1.796279309,12.23493057,0,0,13.72876824,3.996957421,16.15176742,5.282074606,0,35.25159108,0,16.35955932,0,21.30513932,29.10946743,0,0,20.95350448,5.327282857,22.32711496,0,10.86341554,0,1.782872216,0,7.969124342,0,2.859727822,11.17094053,0,38.39798719,2.581157163,10.18007339,17.5040625,0,8.171140277,7.979919634,138.9066296,3.274215394,4.918597409,18.71918556,13.65162503,8.141996418,0,15.47960158,4.056264822,25.95640748,23.32808837,0,4.649432769,12.05646711,14.93963434,6.496060487,28.11879161,47.49620604,4.684654072,12.78457807,0,25.67498064,0,0,3.851558279,14.75506029,15.03565396,13.13871926,8.097687261,0
WBGene000047042,rsp-7,39.60728855,24.19958924,23.31129914,18.55184788,14.52106095,32.48771491,17.68356671,29.61199582,49.18052874,18.95119846,67.16869402,14.69882058,21.25872556,0,56.5302583,40.97899561,21.98386259,27.86360504,29.52621902,1.307599632,10.29123576,23.21316756,13.38082072,37.66600265,68.29941953,9.980449939,31.62916337,23.39715318,51.48569239,34.64902961,16.93113658,20.77175925,20.49478964,18.8549207,21.17350236,25.17490642,22.4427159,21.52948077,17.07819629,17.38982701,12.26169652,41.76809666,43.43193196,58.36921838,0,0,28.27849401,52.19148393,54.45952155,12.81970394,20.5451877,49.99215687,6.279980587,70.52001996,50.24582958,74.48497558,49.63381716,132.975904,97.3343285,40.61250573,0,161.2973979,48.66644114,56.97026813,53.06076289,35.60403309,100.4123479,32.60434636,0,35.75184664,82.97347256,49.730411,93.86279456,0,48.66954103,0,74.51734346,41.79596829,25.60176505,23.06716359,60.95084505,19.0917026,45.98997467,57.48485337,22.99264119,0,32.10097674,0,7.159098416,20.91100262,11.80403749,141.3624354,53.82415825,41.22346569,29.25265547,39.91911982,26.66702999,13.91013009,40.72280637,82.12066981,13.01138951,14.3342043,33.03402926,3.59234978,31.20447037,36.67556761,28.0960054,82.47860606,23.5062851,79.69939928,12.33363328,80.67886955,39.09638517,78.03914756,11.32348945,47.15258039,79.47717963,33.74216582,42.33068813,37.31349601,56.36525891,62.2780019,0,31.22234021,0,0,42.77345072,47.48375274,53.91271921,31.18813982,65.12662712,18.60313053
WBGene000042072,ptb-1,126.3434592,0,377.1396376,471.6881444,181.8870233,468.4695817,225.5098374,606.2242394,416.0001839,158.0027773,274.9839483,68.60088285,0,117.8689298,446.1742942,0,356.2454571,562.883215,381.9134644,479.32343,312.8765132,337.1716316,452.4272889,146.4220166,506.6611607,354.7535439,0,352.9021201,191.1740327,119.0531715,179.4142756,80.85786584,150.764773,104.0397379,0,342.0794239,298.4983919,335.0393244,332.7456951,48.24397305,218.7444373,0,0,0,0,0,0,0,0,0,422.7145334,0,576.181127,0,263.254459,0,0,0,0,65.54563088,0,0,0,98.50077261,29.17195722,165.914759,0,0,0,0,0,0,116.2522159,0,0,207.0162071,0,0,432.9365222,489.5827581,404.8297116,0,0,838.9847504,275.3310023,0,48.3713916,568.0109419,492.9558292,80.88866787,64.36828824,877.1555624,284.1288166,0,0,53.60234943,95.61797412,624.5921491,279.7614416,106.0925642,246.971626,347.081581,192.8082447,523.5594156,0,0,0,0,0,0,84.15734941,0,0,0,49.05981313,0,0,0,0,0,186.5502227,254.1168322,0,0,0,0,0,0,0,188.3760942,183.5412636,0
WBGene000015862,ggr-1,342.0702354,0,0,0,0,0,393.1399956,11.01304173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.91520647,0,0,18.11724711,0,0,0,107.3809083,69.31978573,0,0,0,0,430.0339858,0,0,261.2306133,65.89664993,336.2374999,295.8049183,402.650143,579.2632904,0,0,0,0,63.01926915,0,137.9516955,0,0,0,0,0,90.07325579,0,0,0,0,0,80.32844775,0,0,0,0,0,0,117.2978522,159.065989,0,0,0,0,162.0244734,0,0,0,0,0,0,0,0,0,1243.966023,0,174.9985548,148.1849508,0,0,0,0,0,0,0,493.692007,104.9850358,11.99026748,0,0,0,0,0,98.17483755,0,478.3679603,0,60.45056425,0,215.6011533,0,439.747099,0,400.0225285,199.5161645,0,518.0052775,206.2447028,322.1684199,329.6829523,436.7337639,188.5629935,298.2359927,157.557545,0,0
WBGene000074882,dph-2,1.982894764,0,0.264838463,2.865320769,0,0,0,0.814037417,3.056393231,1.182303863,0.719960282,0,0.315682731,0,4.108700041,3.986612156,0,0,0,0,0,0.957512667,0,1.98136495,0,0,0,0,0,0,0,0,0,0,0,0.66576962,0,0,0,0,0,3.298306522,0,2.172335485,0,0,0,0.391479272,4.851442013,0,0,0,0,0,0,0,0,0,4.354171697,0,0,0,1.868585925,6.192559752,0,0,1.163943158,0,0,1.934798552,2.70483275,0,3.024599545,0,0,0,7.392128778,0,0,0,0,2.732190324,1.501136168,0,2.19723701,0,0,0,0,0,0,0,3.138393374,5.801736801,0,5.508158559,0,0,1.842340462,0,0.799585224,0,0,4.254841734,1.04789001,7.742349101,3.199302982,0,0,0,0,34.21166301,0,0,0,0,0,2.859092103,1.167665077,0,0,1.169057672,0,0.757067684,0,0,2.35760542,3.013518484,2.028375435,0,0,0
WBGene000006162,col-39,4.65089081,10.845143,4.681876077,0,0,4.397583377,0,1.940463366,0,15.08239704,2.543407989,0,0,0,0,0,0,0,13.75713048,0,3.414087939,0,0,4.031890802,7.255203262,7.318610737,0,19.44586441,0,0,1.287832877,2.129053607,0,1.127535,0,1.180490145,16.96779563,3.608692272,0,0,4.829130253,18.82831066,15.299504,12.38385775,0,0,3.569412105,0,0,0,0,0,37.78050756,7.791408148,0,0,0,0,4.485891367,6.87001139,0,0,0.688159422,0,0,0,5.429782884,0,0,7.548375243,4.558860245,0,1.780409993,0,0,0,0,0,0,18.89632534,13.21357356,16.87809986,0,0,0,0,0,0,3.227704278,1.539906548,0,0,99.73057037,0.951818298,0,0,0,0,0,0,3.07504202,186.0318765,80.68320516,0,4.628830939,0,2.068236271,33.44034243,0,2.906053469,0,5.046396432,12.01077558,22.32963936,0,0,6.568652024,21.2997044,0,4.190886755,0,0.734042466,0,0,0,0,4.18406482,1.555261614,6.296697752,5.125218591,0,9.547198829
WBGene000006562,col-80,20.90800781,52.52077401,6.917971062,0,0,20.96952916,0.709240526,41.96440159,2.930404502,0,7.908005928,2.965278458,8.275598701,0,0,0,0,0,8.7827913,0,0,0,0,0,0,1.044292994,4.389195822,12.823008,5.49889837,0,100.4017834,0,0,0,0,0,0,0,0,0,0,3.969967461,39.50958105,0,0,0,7.172926873,0,0,0,0,0,34.20365477,20.56353079,0,0,0,0,13.28210086,0,0,39.01393253,13.1818131,0,0,1.024995538,16.70715803,0,0,8.026178666,13.69899086,0,9.247920361,0,0,0,0,0,0,0,16.06689021,39.22486646,8.082268955,0,1.250844878,0,0,0,7.836052176,3.198874565,0,8.589332062,61.41144323,0,0,0,7.311364666,0,0,0,0,0,14.7424489,0,15.56588687,0,3.571314957,29.26029963,0,0,2.886105623,3.689701914,0,17.82363103,0,0,1.518205478,1.917038439,0,12.77807108,0,5.776328585,140.1859402,0,0,0,0,0,0,0,0,0
WBGene000034042,mpz-1,120.8623845,186.4778513,53.7742366,20.36664614,96.97790663,55.08895069,121.4641892,73.40101351,127.3648963,39.54122055,190.6987102,80.66469137,101.5768173,616.6625593,83.37352534,522.9431521,98.60199175,99.0662153,48.06995768,44.5117189,50.67715187,50.70313123,106.9535447,200.8666435,195.0052597,143.9840139,376.9815077,167.4715539,273.6438559,153.7128511,158.3644429,157.8851555,19.30009641,47.02611294,148.4486653,46.45601998,96.99958707,94.74356435,98.83296316,179.2573736,265.9175543,0,232.0657868,510.2364519,802.4104259,423.8749459,218.8737022,211.4792478,244.319124,187.2470861,28.71318297,16.22886036,64.25881974,248.7196636,214.8021199,211.4850016,46.12333379,288.19637,222.7184177,142.2456484,310.6515666,284.5524809,163.5140803,163.1472458,222.9300684,135.1415714,330.6437411,91.43516464,496.1074332,144.3543411,485.3597423,110.7809413,584.319297,209.4946676,48.26503787,492.2643398,134.8386749,184.9774713,41.89277936,111.4863407,35.41307746,99.44370851,138.6882715,47.78785339,250.3036607,274.8138013,101.825954,0,45.18314096,25.42650857,101.9751694,42.50669649,172.3368791,770.2099775,214.6881488,115.3236694,144.8387832,39.23120039,111.1039525,148.560776,105.1668949,276.0127139,363.5733782,45.0975847,164.1635622,399.2601452,205.3507527,93.15698048,248.5953624,136.8461284,85.72036677,141.2676455,45.72468641,533.3154824,251.4411452,84.98855263,152.9065796,229.5904033,339.3135915,311.279621,167.0837709,152.234516,463.5093554,258.621674,377.8888777,271.0021172,315.7071044,252.3772892,204.2257169,131.0056565,12.36769438,157.3548005
WBGene000110672,vps-11,5.798129308,18.36766092,7.136914019,4.601393301,2.930446614,18.97243114,5.175436102,3.516305779,35.22169174,2.18067414,1.982592518,3.607771689,5.994192301,0,0,16.34593967,2.992022587,23.47876747,5.911496582,7.698445125,12.14384347,31.00416965,6.112795937,11.77545321,33.94896695,3.116476474,14.56451499,2.718746333,7.106572247,9.507344883,7.250010777,4.54081951,6.138967837,4.442102993,0,10.75776952,13.16625424,7.152613144,33.0260084,5.878073499,1.588487802,18.29836115,5.723052645,20.34703517,0,0,8.194787142,3.751870058,19.46066256,9.104483047,0,7.082529905,0,30.28301214,1.429807883,0,0,0,5.426399569,5.936910231,0,0,10.21927327,6.242415248,0,9.777817166,7.093150666,0,0,9.792354727,7.994829601,5.501572028,6.733086403,0,22.00689833,19.17030903,26.32612453,7.764005792,9.703755629,4.568747299,0,3.15031375,8.780667421,6.459210046,3.568399092,0,0,0,0,2.517707951,0,0,7.600959486,6.376239679,3.319325732,5.360074081,2.676364985,1.732954904,13.60488359,0,8.553425643,0,0,0,0,7.382092438,14.78867088,0,0,10.35624403,6.29331365,5.046396432,27.34573754,26.42710064,0,0,5.281665266,23.4294656,3.582255778,22.71432768,27.76300841,18.75271479,28.90089289,2.904596788,0,0,4.093549245,7.046305818,18.75386793,7.61598469,0,17.84397988
WBGene000038052,npp-19,6.885520048,2.977262748,2.448539958,4.754655973,0,9.918795397,8.303144718,4.69466492,0,13.98132527,12.44283845,1.292077729,3.409798634,0,6.719321783,9.71425384,3.551472793,2.39213044,5.221483432,15.26959692,4.206037952,9.175831836,2.823552635,2.512931073,8.760033826,0,2.673155605,24.81720295,2.23433695,8.237064921,18.66207592,10.96420827,6.410796116,3.13755297,5.579058401,31.89216448,0.671077778,0,2.703218733,0,5.795754791,11.28795974,9.36018959,30.06772766,0,22.33538819,10.44602545,24.7365478,23.57306226,18.9870531,2.938709408,12.80503124,5.977681134,26.95738601,7.097172464,0,0,0,28.63860117,3.858484022,45.95810214,0,9.660579714,2.014924379,0,8.633114025,23.95420837,119.2182201,0,41.69498599,21.63547184,12.37961473,16.84727314,0,109.226899,0,21.11056192,2.669169455,7.425362457,10.00895957,17.21768676,2.009371302,46.84850931,0,7.428741851,13.23328613,0,0,0,24.15569541,8.967194143,4.918281729,0,11.91276575,15.73753886,5.170535992,1.186641267,8.488478242,30.85795931,4.078089894,18.39327909,0,27.41578217,0,0,21.35590906,5.946495718,10.76240906,0,3.964953293,4.288188481,5.678825949,0,19.11844484,0,9.9943343,6.253151577,6.343484662,10.6264457,0,0,3.136901865,0,15.520969,0,0,12.2795756,5.996072735,11.3491712,6.498814148,0,18.3976156
WBGene000011532,ech-4,0.978556222,0,5.212866932,1.42270133,1.198506205,0,1.200530339,0,0,7.894555236,4.484546144,8.454602642,2.169527243,0,0,12.1285467,0,4.216454055,7.617599057,0.837888562,0.263937689,13.16540785,1.297092401,4.485705596,5.349460724,0,3.095950624,3.020644968,0,0,2.194907446,0,0,4.793967394,1.747162198,4.175208108,0,6.487253781,5.349793147,0,5.481574262,3.499444535,4.242444599,7.425911008,0,0,20.33883109,5.385264876,13.82412538,4.344010912,0,3.392989542,5.110890943,8.710619222,14.87300703,0,0,0,8.302823257,7.87591199,0,0,6.861271402,1.105398678,45.97749363,1.752239772,8.28671827,0,0,9.530339292,5.715665708,6.996394098,14.53780192,0,0,0,0,0,7.234863476,19.32157448,0,0,4.825548209,0,4.464954677,8.3452539,0,0,5.111789844,0,0,0,6.296784213,3.874814686,0,5.341676101,0.938729069,0,8.003894806,10.42870316,0.448895636,24.54853628,0,0,0,5.850904015,7.72406118,0,90.16889581,6.432696338,67.96778742,0,0,0,0,2.700772645,1.704991448,2.886511394,6.490360715,7.154499188,5.622137974,1.450759789,0,8.216584793,0,20.52975104,8.652327721,3.204233282,8.000816146,1.579465141,0,0
