,B0035.1,B0261.1,B0310.2,gmeb-1,ceh-63,C04F5.9,attf-4,C06A6.2,C16A3.4,C17E4.6,crh-2,C34B4.2,C38D4.7,D1046.2,D2030.7,F10B5.3,F10E7.11,F13C5.2,bcl-11,F22D6.2,F23B12.7,zip-8,F26F4.8,F33H1.4,F37B4.10,row-1,hinf-1,F44E2.7,ceh-82,F52B5.7,F55B11.4,F57A8.1,F57C9.4,snai-1,K09A11.1,K11D2.4,K12H6.12,M03D4.4,R02D3.7,T07F8.4,T20F7.1,T22C8.4,T23F11.4,T26A5.8,Y105C5A.15,Y22D7AL.16,Y48G9A.11,eyg-1,Y53F4B.3,Y53G8AR.9,Y55F3AM.14,Y56A3A.18,Y5F2A.4,Y67H2A.10,Y75B8A.6,Y79H2A.3,Y95B8A.8,ZK185.1,klu-1,ZK546.5,aha-1,ahr-1,akir-1,alr-1,aptf-2,aptf-3,arid-1,atf-7,athp-1,attf-3,attf-5,attf-6,bed-1,bed-3,blmp-1,cebp-1,cebp-2,ceh-100,ceh-13,ceh-14,ceh-16,ceh-18,ceh-19,ceh-2,ceh-20,ceh-22,ceh-24,ceh-27,ceh-30,ceh-31,ceh-32,ceh-34,ceh-36,ceh-38,ceh-39,ceh-40,ceh-43,ceh-44,ceh-45,ceh-48,ceh-58,ceh-6,ceh-79,ceh-8,ceh-83,ceh-88,ceh-9,ceh-90,ceh-91,ces-1,cey-2,chd-7,che-1,cnd-1,cog-1,ctbp-1,daf-12,daf-16,daf-19,daf-8,die-1,dmd-4,dmd-6,dmd-8,dmd-9,dxbp-1,dpff-1,dpl-1,drap-1,dsc-1,duxl-1,dve-1,efl-1,efl-3,egl-13,egl-18,egl-27,egl-43,egl-44,egl-5,egrh-3,ekl-4,elt-1,elt-2,elt-3,elt-4,eor-1,ets-4,ets-5,ets-7,fax-1,fkh-10,fkh-2,fkh-3,fkh-4,fkh-6,fkh-8,flh-1,baz-2,fos-1,gei-17,gei-8,gmeb-2,grh-1,ham-2,hif-1,hlh-1,hlh-11,hlh-12,hlh-13,hlh-15,hlh-17,hlh-26,hlh-30,hlh-4,hlh-6,hlh-8,hmbx-1,hmg-1.1,hmg-1.2,hmg-11,hmg-20,hmg-4,hnd-1,hsf-1,irx-1,isw-1,1-Jun,klf-2,lag-1,let-526,let-607,lim-6,lim-7,lin-1,lin-11,lin-13,lin-14,lin-26,lin-29,lin-32,lin-38,lin-39,lin-40,lin-54,lir-1,lir-3,lsl-1,lsy-12,lsy-2,lsy-27,mab-5,mab-9,madf-10,madf-2,madf-3,madf-5,madf-6,madf-8,madf-9,mbf-1,mcd-1,mdl-1,mdt-29,mec-3,med-1,mef-2,mel-28,mep-1,mls-2,mml-1,mxl-1,mxl-2,mxl-3,nfya-1,nfya-2,nfyb-1,nhr-10,nhr-102,nhr-11,nhr-111,nhr-12,nhr-120,nhr-129,nhr-179,nhr-19,nhr-2,nhr-20,nhr-21,nhr-23,nhr-232,nhr-237,nhr-25,nhr-270,nhr-28,nhr-41,nhr-42,nhr-43,nhr-47,nhr-48,nhr-6,nhr-67,nhr-71,nhr-76,nhr-77,nhr-80,nhr-84,nhr-85,nhr-90,npax-4,odd-2,pag-3,pat-9,pax-1,pax-3,pbrm-1,peb-1,pes-1,pha-2,pha-4,php-3,pop-1,pqm-1,rbr-2,rcor-1,ref-1,ref-2,repo-1,rnt-1,saeg-2,scrt-1,sdz-12,sdz-38,sea-1,sea-2,sem-2,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,somi-1,sox-2,sox-4,spr-1,spr-3,sptf-1,sptf-2,sup-37,swsn-7,syd-9,tab-1,svh-5,tbp-1,tbx-11,tbx-2,tbx-37,tbx-7,tbx-8,tbx-9,tlf-1,tlp-1,tra-1,tra-4,ttx-3,unc-120,unc-130,unc-3,unc-30,unc-39,unc-42,unc-55,unc-62,unc-86,unc-98,vab-15,vab-7,xbp-1,xnd-1,zag-1,zfh-2,zfp-2,zim-3,zip-11,zip-2,zip-4,zip-5,ztf-1,ztf-11,ztf-16,ztf-18,ztf-22,ztf-23,ztf-25,ztf-26,ztf-28,ztf-29,ztf-3,ztf-4,ztf-6,ztf-7
ADF  0.029,0,-0.07995528,NA,-0.009512801,NA,0,0,NA,-0.001426898,0,0.02187641,0.303539224,NA,NA,-0.006529046,NA,NA,0,-0.008306254,0,0,NA,-0.02429737,0,-0.019509759,0,NA,0,NA,0,0,0,-0.001131875,NA,NA,NA,0,NA,0.009305929,-0.057517321,NA,NA,0,NA,0,0,NA,NA,-0.046890647,NA,NA,0.065923311,0,0,NA,-0.053330422,0,NA,0,NA,0.112512095,0,0.006271776,NA,NA,NA,NA,0,0,-0.010354481,0,0.019095055,0,NA,NA,NA,0,0,0,NA,NA,0,-0.018282882,NA,-0.005082943,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,-0.079732175,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,0.013774158,NA,NA,NA,0.060203957,0,0,0.105346636,NA,0,-0.003698408,0,NA,0,0.001456728,0,0,0,NA,-0.028801944,NA,0,NA,0,0.061909194,0,0,NA,NA,0,0.059909855,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0.124585757,0,0,-0.014124482,-0.01617597,0,NA,NA,NA,0.012986532,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,-0.003806343,0,NA,-0.04389341,NA,0.017425806,-0.050272861,0,0,NA,0.035979404,0,0,0,0.058612511,NA,0.30058554,0,0,NA,0,NA,NA,0,0.045340993,0,0,NA,0,-0.040476578,0.000452011,NA,NA,NA,-0.04224356,0,NA,NA,NA,-0.009261534,0.03464622,0,0,-0.002330321,NA,0,NA,0,0,0,NA,0.031838943,NA,0,0,NA,NA,0.002307155,0,0,0.108594664,NA,0,NA,0,NA,0,NA,0,-0.006897675,NA,NA,0.003254732,NA,NA,-0.009359306,-0.001955269,-0.006888608,NA,0,0,0,0,0.001037142,NA,NA,NA,0.087183802,NA,-0.003724301,NA,NA,NA,NA,NA,NA,0.018349569,NA,NA,NA,NA,NA,NA,NA,-0.005017662,0,NA,NA,0,NA,0.00468453,NA,NA,NA,NA,0,NA,NA,0,NA,0,-0.008295507,0,0,0,0.061081393,0,NA,NA,0.34101853,0,0,0,NA,-0.010093923,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,-0.006944419,-0.004399703,0.034288012,NA,0.007271917,0,0,0,NA,0.025770948,NA,NA,0,0,-0.024833549,NA,0.072942503,0,NA,-0.025136356,0,-0.044638805,0
ADL  0.033,0,-0.083719875,0,-0.003120656,0,0,0,0,0,0,0.025369215,0,NA,0,-0.013531083,NA,NA,0,-0.003960826,0,0,NA,-0.048300249,0,0,0,0.124547976,0,NA,NA,0,0,0,NA,0,-0.008241828,0,NA,NA,0,0,NA,0,0,0,0,0,0,-0.028049371,0.031000702,NA,0.029998784,0,0,0,-0.090567185,0,0,0,0.001412753,0.326991525,0,0,0.167156709,NA,0,0,0,0,-0.008874744,0,0.006100381,0,NA,NA,0,0,0,NA,NA,NA,NA,-0.009032012,0,0,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,-0.086226967,NA,0,0,NA,0,NA,NA,0,0,NA,-0.003060462,NA,0,0,NA,NA,NA,0.043925748,0,0,0.066295764,0,0,NA,0,NA,0,0,0,0,0,NA,-0.02029122,NA,0,NA,NA,NA,0,0,0,NA,0,0.063041364,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.107583475,0,0,-0.012585493,0,0,NA,NA,-0.00350447,0,NA,0,NA,NA,0,-0.013973901,NA,0,0.181243323,NA,NA,NA,0,0,0,-0.086540267,-0.036294475,NA,0.009564337,NA,0,0,NA,0.013038275,0,0,NA,0.044635957,0,0.314831302,0,0,0.075674405,NA,NA,NA,0,0.085357305,0,0,-0.013065558,0,-0.033555432,0,0,NA,NA,-0.013469131,NA,NA,NA,0,0,NA,0,0,-0.009136468,0.041105109,NA,NA,0,0,0,NA,0,0,0,0,NA,0.006127712,0,0,0,0.08201799,NA,NA,NA,0,NA,0,NA,0,0,-0.025786458,0,0.082051681,NA,0,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,-0.007660488,NA,0,NA,0.096203399,NA,NA,0,0,NA,NA,NA,0,NA,-0.002019554,-0.021785371,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0.005014896,0,NA,0,-0.013820333,0,0,0,0.074921901,0,0,0,0.332663731,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.007605971,0,NA,NA,0,-0.003431083,0,0.033424301,0,0,0,0,0,NA,0,-0.012818094,0,0,0,-0.023044256,NA,0,NA,NA,0,0,-0.014354228,0
AFD  0.038,0,-0.097397213,NA,-0.014751537,NA,0,0,0,0,-0.000925591,0.041542581,0,NA,0,-0.020748265,NA,NA,0,NA,0,0,NA,-0.047738431,0,NA,0,0.109617436,0.013890249,NA,NA,0,0.039969397,0,NA,NA,NA,NA,0,0.021047413,NA,NA,NA,0,0,-0.013313286,NA,0,NA,-0.047698136,0.010545312,NA,0.017162084,0,0,NA,-0.085414508,0,NA,0,0.135530385,0.135695331,NA,0,0.153870182,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0.106234181,NA,-0.011775432,0,NA,NA,0,NA,NA,NA,-0.106518951,NA,NA,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,NA,NA,NA,0.058280387,NA,0,0.068047813,0,0,0,0,0,0,0.006386777,0,0,0,0.076467544,-0.028225659,0,0,NA,0.165745443,NA,0.000519477,NA,0,NA,NA,0.040477628,NA,NA,0,0.007179999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021024948,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,-0.019354076,NA,0,NA,NA,NA,NA,0,-0.003812628,0,NA,-0.037930132,NA,0.022564629,NA,0,0,NA,0.009877865,0,0,NA,0.046061547,NA,0.136811524,0,0.000937903,0.081647519,0,NA,NA,0,0.011552934,0,-0.004461926,-0.031579951,0,-0.043563872,0.008109413,NA,NA,NA,NA,0,0.053501386,NA,0,-0.006513733,NA,0,0,0,0.017549396,NA,NA,0,0,0,NA,0.009478808,0,0,0,NA,0,0,0,NA,0.063326313,NA,0,0,NA,NA,NA,NA,-0.012609856,0,-0.016807616,NA,NA,NA,NA,NA,-0.013327044,-0.031486086,0,0,NA,0,NA,NA,NA,NA,NA,0.129223749,NA,NA,NA,NA,NA,0.165540144,NA,NA,0.022579883,NA,NA,NA,NA,NA,0,-0.00883206,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0,-0.011095725,0,NA,NA,0.027306978,0,0,NA,NA,0,-0.038301561,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,-0.003231716,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0.045553336,0,0,0,-0.00610915,0,NA,0,NA,0,0,NA,-0.018092605,NA,0.095330012,NA,NA,-0.063705495,0,NA,0
AIA  0.038,0,-0.082931679,NA,-0.010303715,NA,0,0,NA,0,0,0.047518684,0,NA,0,-0.005097013,NA,-0.018422496,NA,NA,0.059218902,0,NA,-0.08665384,0,NA,0,0.102406818,0,NA,NA,0,0.036319718,0,NA,NA,0,NA,NA,0,-0.092908932,0,NA,NA,0,-0.003584832,NA,0,0,-0.043246609,0.010054234,NA,0.023323436,0,0,NA,-0.085357668,0,0,NA,0.078297057,0.36691046,NA,0,NA,-0.028342022,0,0,0.020183772,0,NA,0,0.007292497,0,NA,NA,0,-0.012100499,0,NA,NA,NA,0,-0.039205717,-0.032074678,0,NA,0,0.03162539,NA,NA,0,0,NA,0,-0.003487504,NA,NA,-0.11665082,NA,0,0,NA,0,NA,NA,0,NA,NA,-0.008077164,NA,0,0,NA,NA,NA,0.16340858,0,0,0.078503065,NA,0,NA,0,NA,NA,0,0,0,0,NA,-0.020176447,0,0,NA,0.105365901,0.101886896,0.017713989,NA,NA,NA,NA,0.042019853,NA,-0.013080091,0,NA,0,0,0.059037264,NA,0,NA,NA,NA,NA,NA,0,0,0,-0.000293779,-0.037673672,0,NA,NA,NA,0.029205724,NA,0,NA,0,NA,-0.060263586,NA,0,NA,NA,NA,0,0,-0.00261494,0,-0.090552153,-0.046846517,NA,0.035883202,NA,0.024529118,NA,NA,0.046536626,-0.007743287,0,0.019866305,0.044657262,-0.001563297,0.23312344,0,0.018289573,0.0731253,-0.02728842,NA,NA,NA,0.055975343,0,0,NA,0,-0.049097195,NA,NA,NA,-0.027359658,-0.020311248,0,NA,0.063081556,0,0,NA,0,0,0,0.06541343,NA,NA,0.03454048,0,0,NA,0,0,0,0,NA,0.027472075,NA,0,0,0.031089605,NA,0,NA,0.00102941,0,NA,NA,-0.015918571,NA,-0.03013309,NA,NA,NA,NA,-0.014247034,-0.021979206,-0.000169772,0,0,0,0.005746891,0,0,0,NA,0,0,NA,NA,NA,NA,0.055086738,0.148550553,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,0,NA,0.027559589,0,-0.023712924,0,-0.005498318,0,0,-0.004142545,NA,0,0,NA,0.313571469,0.003732539,0,0,-0.009984721,-0.00294431,-0.005043977,NA,-0.002934308,NA,NA,NA,NA,0,0,0,NA,0.069912256,0,NA,NA,NA,0,0,0,NA,0.031179644,0,NA,NA,0,-0.01213298,0.01053915,0.038975679,0,0,0,0,-0.008769254,NA,0,NA,NA,0,0,-0.017950624,NA,NA,NA,NA,-0.066435157,0,-0.090007149,0
AIB  0.044,0,-0.050949129,NA,-0.027701802,NA,-0.017400625,0,0,0,0,0.050756037,0,NA,0,0,NA,NA,-0.022670418,-0.013911131,0,0,NA,-0.079709651,0,-0.022540871,0,0.112218275,0,NA,-0.047227288,0,0.035267135,-0.018632282,NA,NA,0,NA,NA,0.003626301,-0.026880907,NA,NA,NA,0,-0.034376875,NA,0,NA,-0.031466294,0.02460094,NA,0.031140306,-0.011841418,0,NA,-0.080455653,0,0,0,0.062357871,0.163853676,NA,0,NA,-0.021223729,0,0,0.061514411,0,-0.008300179,NA,0.018133548,0,NA,NA,0,-0.005146433,0,NA,NA,NA,0.003912073,NA,NA,0,NA,0,NA,NA,NA,0.060836446,0,NA,0,NA,NA,0,-0.1064787,NA,0,NA,NA,0,0.033285019,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,0.216661202,0,0,0.096351013,NA,0,NA,0,NA,NA,0,0,0,0,NA,-0.029154511,NA,0,NA,0.062012883,0.089555865,0.04794274,NA,NA,NA,-0.001920244,0.034107611,NA,NA,0,NA,0,0,0.051530287,NA,NA,NA,NA,-0.023300885,NA,0,0,0,0,-0.020633558,-0.041051898,0,NA,-0.017848888,NA,0.02357167,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,-0.005917828,-0.005019676,-0.111833531,-0.057413508,NA,0.042762819,NA,0,NA,NA,0.077315208,0,0,0.013847291,0.047239756,-0.023348934,0.223219804,0,0.015153351,0.061799338,NA,-0.003410204,NA,0,0.057694352,0,0,NA,0,-0.036976438,0.014785307,0,-0.00400699,NA,-0.040005157,NA,NA,0.063137344,0,0,0,0,-0.004734584,-0.01002129,0.036753848,NA,NA,0.149874183,0,0,NA,0,0,0,0,NA,0.009208042,0,NA,NA,0.022765067,NA,NA,NA,NA,0,0,0,NA,-0.023956502,-0.030509196,NA,0,NA,NA,NA,NA,-0.007460043,0,0,NA,0.002045617,0,0,0,NA,-0.006800752,0,NA,NA,0,0,NA,0.15170514,NA,NA,0.001682386,NA,NA,NA,NA,NA,NA,NA,-0.009539396,0,NA,NA,0,NA,0,NA,NA,NA,0,0.016255806,NA,0.017215362,0,NA,-0.006228866,-0.001055324,0,0,0,0.032119915,0,0,0,0.325823261,0.017356258,-0.026057722,0,-0.01554842,0,-0.015509631,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0.007072626,NA,0,0.158955677,0,NA,NA,0,-0.018160546,NA,0.043506963,0,0,0,0,-0.022991138,NA,0,NA,NA,0,0,-0.040215854,-0.041220009,NA,-0.003233217,0,-0.065819377,0,-0.102557788,0
AIM  0.037,0,-0.093733979,NA,-0.02371848,NA,0,0,0,0,0,0.053387933,0,NA,0.006966314,-0.000561258,NA,NA,0,-0.027761593,0,0,NA,-0.071107876,0.002520086,-0.017322568,0.037026852,0.099077078,0,0,-0.012567518,0,0,0,NA,0,-0.030187743,NA,0,0.002772665,-0.053925875,NA,NA,NA,0,-0.022160746,NA,0,NA,-0.042812689,0.007035697,NA,0.045131071,0,0,NA,-0.085884926,0,NA,0,0.037483458,0.106805778,NA,0,NA,NA,-0.001924181,0,0,0,-0.016920777,0,0.012204468,0,NA,0,0,-0.00923602,0,0,0,NA,0,0,NA,0,0,0,0.063019197,NA,NA,0,0,NA,-0.00271316,-0.002862715,NA,NA,-0.104313386,NA,0,NA,NA,0,NA,NA,0,0,NA,-0.011079812,NA,0,0,NA,0,NA,0.097973615,0,0,0.088559572,0,0,NA,0,NA,NA,0.005078693,0,0,0,NA,NA,-0.002709778,0,NA,NA,0.108355669,0.034398251,0,0,NA,NA,0.050858505,0,NA,0,0.00838248,0,NA,NA,NA,NA,0.039072021,NA,NA,NA,0,0.00860197,0,0,-0.023388033,-0.054511633,0,NA,-0.011678165,NA,0.009139953,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,-0.017731866,0,-0.076932358,-0.021389823,NA,0.002046031,NA,0,-0.003566066,NA,0.053836162,0,0,0.009800047,0.021363749,NA,NA,0.005615882,0.020348333,0.076240045,NA,NA,-0.001224505,NA,0.009665549,0,0,NA,0,-0.056394554,0.015713578,NA,NA,NA,0,0,0.053314624,NA,0,-0.003020667,0.028079507,0,-0.002917096,-0.00301346,0.054357541,NA,0,0,0,0,-0.016177211,0,0,0,0,NA,0.02240268,0,0,NA,0.045504935,NA,0,-0.016829861,NA,NA,-0.011068171,NA,-0.024428745,-0.023115123,-0.019966267,0,NA,NA,NA,NA,NA,-0.012818027,NA,0,0,0.009157761,NA,0,0,NA,NA,0,NA,-0.004467,NA,0,0.039205911,NA,NA,NA,0.008340401,NA,NA,NA,NA,NA,NA,0,-0.00837324,0,NA,NA,0,NA,0.041397976,NA,NA,NA,NA,0,0,0.007096657,0,NA,0,-0.01035293,0,NA,0,NA,0,0,NA,0.354062145,NA,-0.004398923,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0.001823703,NA,0,0.256288067,0,NA,NA,0,-0.01304674,0,0.036631907,0,0.009393379,0,0,-0.017234757,0,0.013771277,NA,NA,0,NA,-0.014393518,NA,0.069562201,-0.013800956,NA,-0.08782041,0,-0.094225978,0
AIN  0.035,0,-0.104781647,NA,-0.015668987,NA,0,0,-0.00417814,0,0,0.056537007,0,0,0,-0.005448482,NA,NA,0,-0.000730526,0,0,NA,-0.060675648,0,-0.006715803,0.072348563,0.098964495,0,NA,0,0,0,-0.03017041,NA,NA,-0.030472686,NA,NA,0.00100833,0,-0.005000094,NA,0,0,-0.018626555,NA,0,0,-0.047515301,NA,NA,0.031495596,0,0,-0.028234217,-0.078223343,0,NA,0,0.059437014,0.183273589,NA,0,0.159142064,NA,0,0,0,0,NA,0,0.01708435,0.007176606,0,-0.001578324,0,-0.019260232,0,0,NA,NA,0.0032053,NA,NA,NA,NA,NA,0.06361405,0,NA,0,0,NA,-0.001594496,NA,NA,0,-0.12272841,NA,0,0,NA,NA,NA,NA,0,NA,NA,-0.006297714,NA,0,0,NA,NA,NA,0.176882082,0,0,0.070677623,NA,NA,NA,-0.005792597,NA,0,0,0,-0.003730335,0,NA,-0.021876686,-0.007880455,0,NA,0.118609982,0.089184806,0.05098183,NA,NA,NA,NA,0.071706815,0,NA,0,0.040332457,0,NA,0.053694664,NA,NA,NA,0,NA,NA,0,0.040043675,0,-0.001569285,-0.019333939,-0.041007735,0,NA,-0.012671242,NA,0.018541621,NA,0,-0.038205723,NA,NA,-0.017167329,NA,0,NA,NA,0.009536823,NA,0,-0.011674266,0,-0.070718732,-0.028918234,NA,0.020029611,-0.057345439,0.041361296,-0.005199404,NA,0.063414539,-0.005704391,0,0,0.042279872,0,NA,0.006008509,0.044616251,0.085627913,NA,NA,-0.001987941,0.005375333,0,0.0103822,0,NA,0,-0.022067445,0.020221998,NA,NA,NA,0,0,NA,0.060263012,0.006774909,-0.007306561,0,0,-0.003851643,0,0.054144301,0.001027541,NA,0,0,0,NA,0,0,0,0,0,0.005300606,0,0,0,0.021688779,NA,NA,NA,NA,NA,0,NA,-0.026180357,-0.00934229,-0.02434573,NA,NA,-0.022221177,NA,NA,NA,-0.015984754,-0.000638174,0,0,0.007026283,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.010175183,NA,NA,0,NA,NA,NA,-0.004681353,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0.001226878,0,-0.026780838,0,-0.004615871,0,NA,0,NA,0,0,NA,NA,0,0,0,0,-0.003665994,0,NA,0,NA,NA,NA,NA,0,0,0,0,0.078535254,0,NA,NA,0,NA,0.003005365,NA,0,NA,0,NA,NA,0,-0.023125084,0.009916804,NA,0,0.010760003,0,-0.003365825,-0.002855667,0,0,NA,NA,0,0,-0.032822403,-0.032181304,0.067339746,-0.001623649,0,-0.075715458,0,-0.082592778,0
AIY  0.037,0,-0.075898499,NA,-0.017188598,NA,0,0,NA,0,0,0.048810999,0,NA,0,-0.000859942,NA,NA,0,0,0,0,NA,-0.036786414,0,NA,0.050837859,0.096592882,0,NA,NA,0,0.084077593,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-0.028960628,0.017698835,NA,0.03837969,0,0,0,-0.068885274,0,NA,0,0,0.337019348,NA,0,0.139052698,-0.025487666,0,0,0.001310425,0,NA,NA,0.001264758,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0.034147344,NA,NA,0,NA,NA,0,NA,NA,NA,-0.113840877,NA,NA,0,NA,NA,NA,NA,0,NA,NA,-0.00279532,NA,0,0,NA,NA,NA,0.161878283,NA,0,0.119880214,0,NA,NA,0,NA,NA,0,0,0,0,NA,-0.005221312,NA,0,0,0.140635591,0.065888303,0.002310504,NA,NA,NA,NA,0.033671717,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,-0.011389277,-0.016251983,0,NA,NA,-0.01376078,0.036823044,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,-0.001454123,0,-0.072608634,-0.037073382,NA,0.022843121,-0.060281204,0.076626009,0,NA,0.023169968,0,0,0,NA,NA,NA,0,0.01916004,0.075197398,0,NA,NA,0.010111482,0.063797196,0,0,NA,0,-5.28E-05,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.044614059,0,NA,0.013626013,0,0,NA,0,0,0,0,NA,0.033075499,0,NA,NA,0.036143332,NA,0,NA,NA,NA,0,NA,-0.0241422,-0.028737231,NA,0,NA,NA,0,NA,NA,-0.013718533,-0.004262443,0,NA,0,0,0.003651213,NA,NA,-0.002069828,0,NA,NA,NA,0,NA,0.134962633,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0.036968947,0,NA,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,-0.013122896,NA,0.053190649,0,0,NA,0,-0.007976275,0,0.030892707,NA,NA,0,NA,-0.037744669,NA,NA,0,NA,NA,0,NA,0
AIZ  0.048,0,-0.096953799,NA,-0.025051973,NA,-0.016016551,NA,NA,0,0,0.065690435,0.211452891,0,0,-0.003622285,NA,NA,-0.033088245,NA,0,0,NA,-0.076683444,0,-0.022267652,0,0.067083534,0,NA,0,NA,0.206886913,0,NA,NA,0,NA,NA,0,-0.00199642,0,NA,0,NA,-0.01417131,NA,0,NA,-0.012735801,0.042690861,NA,0.013465422,0,0,NA,-0.102832082,0,NA,NA,0.033281925,NA,NA,0,0.11995887,-0.032809078,0,0,0.031251762,-0.010267102,NA,0,0.028153346,0,NA,NA,0,-0.010063349,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,-0.001540705,NA,NA,0,-0.12084569,NA,0,0,0,0,0.05856854,NA,0,0,NA,-0.007350069,NA,0,0,NA,NA,-0.00632247,0.310042882,0,0,0.060521388,0,0,NA,0,NA,NA,0,0,-0.013723476,0,NA,-0.015964032,-0.003853835,0,NA,0.060104036,0.132320551,0.040165759,NA,0,NA,NA,0.039264745,NA,-0.019849361,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-0.003402383,-0.046737662,0,0,NA,-0.016700304,0.067940002,NA,0,NA,NA,NA,-0.037473307,NA,0,NA,NA,NA,NA,0,-0.009396808,0,-0.107602765,-0.045908886,NA,0.048405723,-0.0680626,0,-0.012171282,NA,0.0748132,-0.004729432,0,0,0.028324357,NA,0.220651031,0,NA,0.09064926,-0.034308729,NA,-0.00629512,NA,0.064379691,0,0,NA,0,-0.076486539,0.025275527,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,-0.00766828,-0.007225623,0.011870372,NA,NA,0.102824,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,-0.019959891,-0.018338048,NA,0,NA,NA,NA,-0.012384077,NA,-0.006846554,0,0,NA,0.001301252,NA,0.018990334,NA,NA,0,0,NA,NA,NA,NA,NA,0.158604997,NA,NA,0,NA,NA,NA,NA,NA,0,0,-0.004185833,0,NA,NA,0,NA,0,NA,NA,NA,NA,0.044563394,NA,0.040131241,0,-0.031419567,0,-0.009305018,0,0,0,NA,0,NA,0,NA,0.048637904,0,0,-0.008825302,0,0,NA,-0.013446957,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.20291192,0,NA,NA,0,-0.01428284,0,0.043558039,0,NA,0,0,-0.016367156,NA,0,NA,NA,0,NA,-0.043360048,NA,NA,0,NA,-0.082280022,0,-0.131964501,0
